fold,scope,n,gmv_share_search,gmv_share_catalog,zero_rate_s,zero_rate_c,zero_rate_total,regime_neither,regime_search_only,regime_catalog_only,regime_both,pearson_logsc_all,spearman_logsc_all,pearson_logsc_total_positive,spearman_logsc_total_positive,pearson_logsc_both_positive,spearman_logsc_both_positive,past90_future_u_pearson,past90_future_u_spearman,switch_rate
2025-09-18,w180_days_buy_2_15,108979,0.9213778506562963,0.07862214934370332,0.3800365207975855,0.9165986107415189,0.36143660705273556,0.36143660705273556,0.5551620036887835,0.01859991374484992,0.06480147551363105,0.11545095179362452,0.11599399249279534,-0.13568319006688484,-0.06649793803924442,0.20120362975881884,0.17362966263901908,0.1580927312866358,0.10324585533041068,0.07895099055781385
2025-09-18,intersection,46309,0.9202399983573337,0.0797600016426665,0.42685007234015016,0.9274223153166762,0.4069619296465053,0.4069619296465053,0.5204603856701722,0.019888142693644865,0.05268954198967803,0.10079074541612142,0.10195736990198662,-0.18028578933928743,-0.10023299054210087,0.1867692845657455,0.15666343784410838,0.11186063924562267,0.05620489614223718,0.07771707443477512
2025-09-18,w180_days_buy_0_1,41940,0.9303362685901393,0.06966373140986053,0.7986647591797816,0.9795660467334297,0.7888650453028144,0.7888650453028144,0.19070100143061514,0.009799713876967096,0.010634239389604196,0.11438139928196786,0.11719860157917608,-0.31504499377745426,-0.21977368764551114,0.13841365681427656,0.15074169747562136,0.13592956803895992,0.1378886069015681,0.008893657606103958
2025-09-18,w180_days_buy_ge16,40106,0.9292222476757162,0.07077775232428399,0.055926793995910835,0.7949932678402221,0.04879569141774298,0.04879569141774298,0.746197576422479,0.007131102578167854,0.1978756295816087,0.1178277394165406,0.11744274851746554,0.06395385434470759,0.08334411965689867,0.2036268898212857,0.19088313625826617,0.3134117298646491,0.2692722727055878,0.09497332070014461
2025-09-18,actual_total_y_0,74431,0.5,0.5,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.0,0.0,0.0,,,,,,,,,0.0
2025-09-18,gmv_low_0_100,67819,0.9377456761011042,0.06225432389889562,0.03329450448989221,0.8951178873177151,0.0,0.0,0.8951178873177151,0.03329450448989221,0.07158760819239447,-0.35211750305315853,-0.18897022904734817,-0.35211750305315853,-0.18897022904734817,-0.12189739580405742,-0.14628805810588844,0.19236777063046595,0.16704010381867193,0.10933514206933162
2025-09-18,gmv_medium_100_1000,45657,0.9320120693601617,0.06798793063983831,0.009899905819480036,0.7822677793109468,0.0,0.0,0.7822677793109468,0.009899905819480036,0.20783231486957102,-0.32002646327643447,-0.15232284803938118,-0.32002646327643447,-0.15232284803938118,-0.26067943974361796,-0.20064505534987828,0.28121967104790024,0.26958397324513184,0.10931511049784265
2025-09-18,gmv_high_gt1000,3118,0.9072690028631087,0.09273099713689124,0.004490057729313662,0.6427196921103273,0.0,0.0,0.6427196921103273,0.004490057729313662,0.3527902501603593,-0.38316379515811305,-0.27220967393836354,-0.38316379515811305,-0.27220967393836354,-0.4327588229332875,-0.4107599247452422,0.34716010204056874,0.3538583027992921,0.12187299550994225
2025-10-02,rec_buy_15_60,56699,0.9207435329335697,0.07925646706643046,0.4277324115063761,0.9211626307342271,0.4090195594278561,0.4090195594278561,0.5121430713063725,0.0187128520785199,0.06012451718725196,0.1329206704769359,0.13230066484773484,-0.13550780086128908,-0.06815016513666387,0.2057183360370761,0.19656366332422207,0.1089697541065476,0.03775095751714152,0.07675620381311837
2025-10-02,w180_days_buy_2_15,110149,0.9211685381928384,0.07883146180716127,0.3782694350379937,0.9156143042605965,0.35923158630582164,0.35923158630582164,0.5563827179547715,0.019037848732171875,0.06534784700723563,0.11361267535419727,0.1127201944404806,-0.13847363606899651,-0.07143407492577529,0.19978745423583033,0.18187781375803685,0.1526209172033087,0.10234063363939813,0.08102660941088885
2025-10-02,intersection,46128,0.9170186153540465,0.08298138464595367,0.42960891432535575,0.9242542490461313,0.40981616371834917,0.40981616371834917,0.5144380853277835,0.019792750607006592,0.055953000346860904,0.11381221134661286,0.1132304278858741,-0.16510967648164201,-0.0921051834731386,0.19626353690879417,0.1863505888749837,0.10579129504061227,0.05535566586125547,0.07910596600763094
2025-10-02,w180_days_buy_0_1,42018,0.9272758362188224,0.07272416378117759,0.8049169403588927,0.978675805607119,0.7950402208577264,0.7950402208577264,0.18363558474939307,0.009876719501166167,0.011447474891713074,0.12968296769819404,0.13024195518091405,-0.29916892697109704,-0.2114868193521602,0.27682749147458147,0.27527173678625955,0.1324027611291664,0.13543399228373695,0.009162739778190298
2025-10-02,w180_days_buy_ge16,41527,0.9284156985424123,0.07158430145758783,0.05803453175042743,0.7914609771955614,0.05049726683844245,0.05049726683844245,0.7409637103571189,0.007537264911984974,0.2010017578924555,0.11585041348036361,0.1128183164662736,0.058852370353978126,0.07661172772011529,0.20138110513033314,0.18748209492319112,0.31863806928353294,0.2705416138990153,0.09680448864594121
2025-10-02,actual_total_y_0,75072,0.5,0.5,1.0000000000000033,1.0000000000000033,1.0000000000000033,1.0000000000000033,0.0,0.0,0.0,,,,,,,,,0.0
2025-10-02,gmv_low_0_100,69458,0.9382628694211644,0.06173713057883542,0.0338477929108238,0.8927985257277751,0.0,0.0,0.8927985257277751,0.0338477929108238,0.07335368136139826,-0.3516851385818376,-0.18924353533187857,-0.3516851385818376,-0.18924353533187857,-0.1331564097304109,-0.14935549048082294,0.18055877242186827,0.16497406329735256,0.1123988597425783
2025-10-02,gmv_medium_100_1000,46149,0.9316125708473136,0.06838742915268635,0.009902706450844007,0.7775466423974536,0.0,0.0,0.7775466423974536,0.009902706450844007,0.21255065115170424,-0.3324725503101165,-0.16937809630546038,-0.3324725503101165,-0.16937809630546038,-0.28539817705646797,-0.23127464972695164,0.28518362967017274,0.26906133988443465,0.11083663784697392
2025-10-02,gmv_high_gt1000,3015,0.9050711057993002,0.09492889420069983,0.005638474295190713,0.622222222222221,0.0,0.0,0.622222222222221,0.005638474295190713,0.3721393034825868,-0.4134727613880916,-0.3200566628418683,-0.4134727613880916,-0.3200566628418683,-0.44597201473767295,-0.4136728740185558,0.35069029594428464,0.35326456377712945,0.13532338308457711
2025-10-16,rec_buy_15_60,56145,0.9223582664499448,0.07764173355005534,0.4252916555347759,0.9239825451954783,0.40746281948526125,0.40746281948526125,0.516519725710215,0.01782883604951465,0.05818861875500935,0.12769206999394386,0.12487192783806098,-0.13648403462228265,-0.07678417735707622,0.19718914560544307,0.19010147178411732,0.10008535299596952,0.03460149882469955,0.07776293525692406
2025-10-16,w180_days_buy_2_15,111441,0.9237111978363778,0.07628880216362227,0.379752514783607,0.9146813111870895,0.36132123724661425,0.36132123724661425,0.5533600739404718,0.018431277536992672,0.0668874112759218,0.1166194414701229,0.11552098923677413,-0.13665505839053665,-0.07350013799609481,0.1946381136639024,0.1838416489187392,0.15225936889293745,0.10160472120406906,0.08142425139760052
2025-10-16,intersection,45667,0.9225066296662215,0.07749337033377836,0.426741410646638,0.9269932336260314,0.4078437383668737,0.4078437383668737,0.5191494952591589,0.018897672279764383,0.0541090940942037,0.10756339100704272,0.10425113472667272,-0.16776791762138846,-0.10360149770293411,0.20793696090962888,0.1937345182418797,0.10270401686937398,0.05869133525910432,0.07959795913898438
2025-10-16,w180_days_buy_0_1,42698,0.9316185611959589,0.0683814388040413,0.8051899386388109,0.9793432947679046,0.7956110356456965,0.7956110356456965,0.1837322591222072,0.009578902993114431,0.011077802238980748,0.13661508342486306,0.13060037209480949,-0.27168107183126505,-0.19001047053602452,0.3012023874120021,0.2604610566832966,0.1252498214408253,0.12942815724757264,0.010070729308164316
2025-10-16,w180_days_buy_ge16,43240,0.931141749380392,0.06885825061960815,0.05797872340425532,0.7953283996299726,0.050323774283071235,0.050323774283071235,0.7450046253469009,0.007654949121184088,0.19701665124884368,0.11120521400483377,0.11500405155990855,0.05442574576776772,0.07964052096456083,0.18231811271994153,0.17553597785814162,0.3186993284106002,0.2648456565469924,0.09562904717853839
2025-10-16,actual_total_y_0,76413,0.5,0.5,0.9999999999999971,0.9999999999999971,0.9999999999999971,0.9999999999999971,0.0,0.0,0.0,,,,,,,,,0.0
2025-10-16,gmv_low_0_100,71317,0.9377827492405588,0.06221725075944134,0.032628966445588006,0.891708849222485,0.0,0.0,0.891708849222485,0.032628966445588006,0.07566218433192645,-0.34036393281331523,-0.1883190721642548,-0.34036393281331523,-0.1883190721642548,-0.14566090897030248,-0.1553805675069657,0.1794499708157652,0.16645889441127348,0.11322686035587584
2025-10-16,gmv_medium_100_1000,46586,0.9319775971949157,0.06802240280508466,0.009638088696174817,0.7764779118190025,0.0,0.0,0.7764779118190025,0.009638088696174817,0.21388399948482362,-0.32578846288099095,-0.16191362706007664,-0.32578846288099095,-0.16191362706007664,-0.264750764944716,-0.2071890116601986,0.28063693793128447,0.2697401246371719,0.11104194393165326
2025-10-16,gmv_high_gt1000,3063,0.9150644041654659,0.08493559583453408,0.005876591576885406,0.6395690499510285,0.0,0.0,0.6395690499510285,0.005876591576885406,0.3545543584720862,-0.4192517050633305,-0.3095312468201755,-0.4192517050633305,-0.3095312468201755,-0.46351772672554503,-0.4436997019189935,0.35169411305920634,0.3785953855111693,0.12765262814234413
wcv_weighted,rec_buy_15_60,223152,0.922044781959639,0.07795521804036105,0.4266060278848717,0.9232659948416426,0.40837938338042945,0.40837938338042945,0.5148866114612121,0.018226644504442245,0.05850736065391658,0.12883141436117568,0.12712650045290788,-0.13757035763016626,-0.07249264008732452,0.2008529170171588,0.1904066006227451,0.10551795677811833,0.03644760646678667,0.0770847137522094
wcv_weighted,w180_days_buy_2_15,438482,0.9229839818273289,0.07701601817267116,0.3801609619270102,0.9155722593429633,0.36154793224607745,0.36154793224607745,0.5540243270968892,0.01861302968093286,0.06581471097610178,0.11556223864837474,0.11480671964840755,-0.13732163995012156,-0.07103953195831038,0.19716039943423644,0.18233084420831114,0.15316974502752553,0.10192364118820782,0.08074551372603944
wcv_weighted,intersection,181406,0.9206179361838388,0.07938206381616116,0.42817400406078254,0.9263625047310161,0.4088346027439634,0.4088346027439634,0.5175279019870495,0.019339401316819074,0.054298093952167975,0.10840237664588838,0.10657734378654603,-0.1692798312567865,-0.09870414278139758,0.20176765339344077,0.18688712287708276,0.10529952651355058,0.05745215885968322,0.07913352676643466
wcv_weighted,w180_days_buy_0_1,168236,0.9299195048379708,0.07008049516202906,0.8042983502359743,0.9792849360070497,0.7945913030046223,0.7945913030046223,0.1846936330024305,0.00970704723135204,0.011008016761590895,0.1296782789388279,0.12729743113703323,-0.28934123251944166,-0.1995139086198054,0.2622179764143774,0.23979475423703325,0.12922571417702028,0.13258863332288523,0.009584384742514659
wcv_weighted,w180_days_buy_ge16,163898,0.9300948072203455,0.06990519277965444,0.057821365859205894,0.7945263227776058,0.05029624616445216,0.05029624616445216,0.7442300766131537,0.0075251196947537435,0.19794855752763874,0.11432233135075813,0.11560494768216902,0.05803645545617153,0.08038956773495766,0.19152405965929273,0.18216579026727325,0.31843691582650646,0.26745500674820455,0.09572606120986074
wcv_weighted,actual_total_y_0,301289,0.5,0.5,1.000000000000004,1.000000000000004,1.000000000000004,1.000000000000004,0.0,0.0,0.0,,,,,,,,,0.0
wcv_weighted,gmv_low_0_100,274901,0.9380581135321752,0.06194188646782505,0.03308897706839579,0.8929057478026257,0.0,0.0,0.8929057478026257,0.03308897706839579,0.0740052751289833,-0.34619176301417065,-0.18802913071385582,-0.34619176301417065,-0.18802913071385582,-0.13860703274298325,-0.15338430851975043,0.18188962979264234,0.1660707837218548,0.1123163998500106
wcv_weighted,gmv_medium_100_1000,182253,0.9319453443641117,0.0680546556358885,0.009783548907360624,0.7781530566843577,0.0,0.0,0.7781530566843577,0.009783548907360624,0.2120633944082823,-0.3267544112920112,-0.1617148935054353,-0.3267544112920112,-0.1617148935054353,-0.269403659428895,-0.211698619941327,0.28243509319949467,0.2695209728141638,0.11058807169818405
wcv_weighted,gmv_high_gt1000,12173,0.9113306990230919,0.08866930097690805,0.00551920483656014,0.6346174832154992,0.0,0.0,0.6346174832154992,0.00551920483656014,0.35986331194794097,-0.4099752440457864,-0.3050960747143665,-0.4099752440457864,-0.3050960747143665,-0.4536411035789259,-0.42715341064466517,0.3497026858037768,0.3672766118174055,0.12782082538387457
