experiment_id,canonical_name,family,date,parent_baseline,change,model_family,validation_protocol,comparison_class,cv_score,delta_cv,folds_positive,folds_total,lb_score,runtime,status,evidence_strength,artifacts,duplicate_of,compatible_tags,notes,namespace,local_id,source_family,train_construction,features,target,folds,seeds,hyperparameters,cv_score_numeric,cv_score_report,per_fold_cv,submission,outcome_bucket,relation_type,raw_compatible_tags,reproducibility_status,facts,interpretation,confounders,conflicts,source_report,source_origin,report_sha256,machine_audit_id
team_a_current:RUN-S04-LGB,STRATEGY_04_S04_conditional_fresh_LGB,target_distribution_and_decomposition,2026-08-13,S1-DIST-MIX,"Train two-part centered LightGBM variants A(clean), B(clean+extra fresh conditional supervision), C(volume control), then blend S04-B with the existing S1 components.",LightGBM two_part_centered,canonical four S1 folds on full panel plus group-A split; final fixed blend reconstructed from OOF,team_a_current:calibrated_temporal_4fold_wcv_1_2_4_8,1.7489187507745048,-0.0005648515957166792,4,4,unknown,unknown,MACHINE_RESULT_SUBMISSIONS_CREATED,machine_artifact_and_checksum_reconstruction,"[""research/strategies/results/STRATEGY_04/run.sh; artifacts/report_S04-{A,B,C}.json; artifacts/oof_S04-{A,B,C}.npz; artifacts/S04_fold_metrics_s42.csv; submissions/submission_s04_a.csv sha256:a4bf8e347548538d263f87f2d54973ced727862ad76214cadee8ad20cb48c013; submissions/submission_s04_b.csv sha256:8bf2499f9632dab79b32f0ab7b9183f2fa5519c300b0f950547248a1d6013083; submissions/submission_s04_blend.csv sha256:b515bc150e7b522d2d857fd49dde271e5b9a405e95d163e21d5436314255e0b8; src/calval.py"",""strong OOF/report JSON; final blend recipe uniquely reconstructed from stored test predictions and CSV""]",unknown,"[""changes_ensemble"",""changes_model"",""changes_target"",""potentially_additive""]",unknown,team_a_current,RUN-S04-LGB,auxiliary_target_supervision,unknown,unknown,unknown,unknown,unknown,unknown,1.7489187507745048,unknown,"[1.768433993473409,1.762087674842066,1.7501402494264928,1.7425763650942574]",unknown,positive,canonical_machine_only_experiment,"[""changes_target;changes_train_construction;changes_ensemble;conditional_intensity;potentially_additive""]",machine_results_preserved; original blend manifest missing where stated,"{""machine_audit"":{""A_wcv"":1.7506972285267386,""B_wcv"":1.7497694599785936,""C_wcv"":1.7505846735549875,""B_minus_A"":-0.0009277685481449974,""final_blend_weights"":{""S1-E10"":0,""S1-E02"":0.3,""S1-E03a"":0.1,""S1-DIST"":0.15,""S04-B"":0.45},""final_blend_wcv"":1.7489187507745048,""final_blend_delta_vs_S1_DIST_MIX"":-0.0005648515957166792,""folds_positive"":4,""all_three_submissions_checksum_verified"":true,""A_B_submission_formulas_exact_to_6_decimals"":true,""blend_submission_formula_exact_to_6_decimals"":true}}","{""machine_audit"":""No allowed primary verdict document was needed; status records only the machine result and three materialized submissions.""}",unknown,"[""The original blend recipe manifest/log is absent; weights were recovered by exhaustive provenance matching and are the unique 0.05-grid recipe reproducing all 250000 CSV rows exactly."",""This unnumbered run is distinct from later EXP032 neural conditional-head work despite reusing the same broad hypothesis.""]",evidence/strategy_results_records.jsonl#run_s04_lgb,machine-only strategy audit,unknown,run_s04_lgb
team_b_alt:EXP-011,Alt dense clean-cutoff ensemble,ensembles_stacking_and_component_selection,2026-08-13,team_b_alt:EXP-009 only for LB lineage; local regime differs,weekly dense8 training on earlier clean period plus scale sweep,recency+long-buy LightGBM ensemble,single clean validation cutoff 2025-10-16; separate LB scale probes,team_b_alt:single_fold_protocol,scale1.0=1.733432; scale1.4=1.712473,incomparable to EXP-009 local CV,unknown,1,scale1.0=1.661242797071839; scale1.2=1.6549097093483665; scale1.4=1.6598855449125254,unknown,accepted_lb_report_only,primary_report_only; exact LB values not artifact/platform backed,"[""no team_b_alt machine outputs/submissions""]",unknown,"[""changes_data_construction"",""changes_ensemble""]",Scale selection uses LB across three submissions; one-fold clean CV.,team_b_alt,EXP-011,train_example_construction,"eight weekly CV train cutoffs from 2025-07-24 through 2025-09-11, clean validation cutoff 2025-10-16; submission uses eight recent weekly train cutoffs but exact submit range is not stated here","recency component plus long_buy component with 90/180/365 purchase-history aggregates, tenure, first-buy age, rates, and AOV",future 30-day GMV with log1p target; recency and long_buy predictions combined in log space,one clean validation fold at 2025-10-16,config.py; numeric value not stated in report,"LightGBM n_estimators=600, learning_rate=0.03, num_leaves=31, subsample=0.8, colsample_bytree=0.8, reg_lambda=0.05; eight recent train cutoffs; component ensemble; global scale grid 0.9..1.4",unknown,scale1.0=1.733432; scale1.4=1.712473,[1.712473],exp_011_dense8_logens.csv generic output named; exact scale CSVs absent,positive,canonical,"[""changes_data_construction"",""changes_ensemble"",""lb_selection"",""incomparable""]",partial recipe; outputs missing,"{""primary_report"":""Clean validation selects scale1.4, while report-only LB selects scale1.2. Local value is explicitly incomparable to EXP-009.""}","{""primary_report"":""Accepted due LB1.6549097; validation scale ranking judged misaligned.""}",Scale selection uses LB across three submissions; one-fold clean CV.,"[""clean-CV and LB rank scales differently""]",experiments/team_b_alt/exp_011_dense_clean_ensemble.md,origin/team-b-strategy-1-impl,d7a0ff09b6d543aa50cd3f797ac26bdc33967fd60ef53c3bcf9f69c26947c7ae,unknown
team_b_alt:EXP-012,Alt LB-validation alignment audit,validation_reproducibility_and_diagnostics,2026-08-13,team_b_alt:EXP-011 prediction recipe,score scales1.0/1.2/1.4 on two main-style folds,same ensemble; validation-only replay,two single-cutoff folds; compare ranking with reused LB results,team_b_alt:two_fold_temporal_rmsle,scale1.0=1.720075; scale1.2=1.709007; scale1.4=1.709215,validation audit; no new candidate,not_applicable,2,"reuses EXP-011 values, not independent submissions",unknown,accepted_validation_audit,primary_report_only; LB reused,"[""no machine evidence""]",unknown,"[""same_prediction_source""]",Absolute CV-LB gap about0.05; later fine-grid EXP-013 fails transfer.,team_b_alt,EXP-012,validation_audit,"for each fold, the recency and long_buy components are trained on one train cutoff: 2025-12-15 for val 2026-01-14 and 2025-11-15 for val 2025-12-15",EXP-011 recency plus long_buy feature sets,future 30-day GMV with log1p target; component predictions blended in log space,2025-12-15->2026-01-14 and 2025-11-15->2025-12-15,config.py; numeric value not stated in report,"component scales 0.64/0.62, recency_weight=0.5; tested global scales 1.0,1.2,1.4",unknown,scale1.0=1.720075; scale1.2=1.709007; scale1.4=1.709215,"s1.0=[1.678854,1.761295]; s1.2=[1.673083,1.744931]; s1.4=[1.678030,1.740401]",none new,positive,canonical,"[""changes_validation"",""same_prediction_sources"",""semantic_replay""]",partial,"{""primary_report"":""Two-fold validation correctly ranks scale1.2 best among coarse points, matching reused EXP-011 LB ordering.""}","{""primary_report"":""Accepted this protocol for coarse scale ranking.""}",Absolute CV-LB gap about0.05; later fine-grid EXP-013 fails transfer.,"[""none within coarse grid; LB evidence is duplicated from EXP-011""]",experiments/team_b_alt/exp_012_lb_validation_alignment.md,origin/team-b-strategy-1-impl,91a271d0d1ee3e6e4038918ad47296d0cec0d30378c8808518766e9612838fff,unknown
team_b_alt:EXP-013,Alt fine scale grid on main validation,validation_reproducibility_and_diagnostics,2026-08-13,team_b_alt:EXP-011 scale1.2,fine global-scale grid1.10..1.35 on two folds,same dense8 ensemble plus post-scale,two-fold scale tuning plus two public LB probes,team_b_alt:two_fold_temporal_rmsle,best scale1.300=1.707984; scale1.275=1.708010; baseline1.2=1.709007,-0.001023,endpoint-dependent,2,scale1.275=1.6557083162306878; scale1.300=1.656279619331512; baseline1.2=1.6549097093483665,unknown,rejected_lb_transfer,primary_report_only; LB exact but unbacked,"[""no machine evidence""]",unknown,"[""changes_postprocessing""]",Two LB probes directly select scale; missing artifacts.,team_b_alt,EXP-013,calibration,two single-cutoff CV folds 2025-12-15->2026-01-14 and 2025-11-15->2025-12-15; submission uses eight dense train cutoffs 2025-08-28..2025-10-16,EXP-011 recency plus long_buy feature sets,future 30-day GMV with log1p target; log-space component blend followed by global scale,2025-12-15->2026-01-14 and 2025-11-15->2025-12-15,config.py; numeric value not stated in report,"component scales 0.64/0.62, recency_weight=0.5; global scale grid 1.10,1.125,...,1.35",unknown,best scale1.300=1.707984; scale1.275=1.708010; baseline1.2=1.709007,"s1.300=[1.674495,1.741473]; s1.275=[1.673925,1.742095]",scale candidate files not named exactly; absent,negative,canonical,"[""changes_postprocessing"",""hyperparameter_sweep"",""validation_transfer_failure""]",partial recipe; outputs missing,"{""primary_report"":""Fine-grid CV prefers1.30, but both submitted higher scales are worse on report-only LB than1.20.""}","{""primary_report"":""Rejected movement above1.20 and retained EXP-011 LB champion.""}",Two LB probes directly select scale; missing artifacts.,"[""local fine-grid ranking conflicts with LB ranking""]",experiments/team_b_alt/exp_013_scale_grid_main_validation.md,origin/team-b-strategy-1-impl,93fda8c599a0f6f2233522039312a14a883aa866b96f2d9be65a060deb7fb249,unknown
team_b_core:EXP-002,Core SPLY features,temporal_history_and_calendar,2026-08-13,team_b_core:EXP-001,add same-period-last-year and holiday-window features,LightGBM direct regression,folds1-2 decision mean; fold3 diagnostic only,team_b_core:two_fold_decision_mean_with_fold3_diagnostic,1.717011,-6e-06,1,2,unknown,unknown,rejected,primary_report_only,"[""rejected code rolled back; no specified machine artifacts/run_metrics""]",unknown,"[""changes_representation"",""potentially_additive""]",PLAN-derived expectation excluded; diagnostic fold must not be included in reported mean.,team_b_core,EXP-002,seasonal_features,"baseline single-cutoff construction explicitly retained; exact cutoff dates are inherited from the referenced baseline, with folds 1-2 used for decisions and fold3 diagnostic","baseline 50 features plus sply_*: same-period-last-year GMV, orders, purchase days, presence, searches over [cutoff-365, cutoff-365+30), and peaks around 23 February and 8 March",baseline future 30-day GMV with log1p training target and expm1 prediction,folds 1-2 decision; fold3 diagnostic; exact dates not restated,src/config.py; numeric value not stated in report,LightGBM baseline parameters from src/train.py; exact values not restated,1.717011,1.717011,"decision=[1.690596,1.743426]; diagnostic_fold3=1.732506",none,negative,canonical,"[""changes_representation"",""potentially_additive_tested_negative""]",low; code rolled back and artifacts absent,"{""primary_report"":""Two-fold decision mean improved by about 0.000006; third fold was informational.""}","{""primary_report"":""Rejected below branch threshold.""}",PLAN-derived expectation excluded; diagnostic fold must not be included in reported mean.,"[""unknown""]",experiments/team_b_core/exp_002_sply.md,origin/team-b-B2,b2bbcaf41de202d273b7f82a33fcd1e7401f1eda24ed49153bf8fa4f1fed6e7d,unknown
team_b_core:EXP-003,Core cutoff calendar features,temporal_history_and_calendar,2026-08-13,team_b_core:EXP-001,add cutoff day/year/holiday-distance features,LightGBM direct regression,folds1-2 decision mean; fold3 diagnostic,team_b_core:two_fold_decision_mean_with_fold3_diagnostic,1.717017,0,0,2,unknown,unknown,rejected,primary_report_only,"[""code rolled back; no machine evidence""]",unknown,"[""changes_data_construction"",""changes_representation"",""potentially_additive""]",Only single-cutoff training realization tested.,team_b_core,EXP-003,calendar_features,baseline single-cutoff construction explicitly retained; folds 1-2 used for decisions and fold3 diagnostic,"baseline 50 features plus cal_* cutoff calendar features: day of year, weekday of target-window start, distance to 25 December, January post-holiday flag",baseline future 30-day GMV with log1p training target and expm1 prediction,folds 1-2 decision; fold3 diagnostic; exact dates not restated,src/config.py; numeric value not stated in report,LightGBM baseline parameters from src/train.py; exact values not restated,1.717017,1.717017,"decision=[1.690608,1.743426]; diagnostic=1.732506",none,negative,canonical,"[""changes_representation"",""potentially_additive_tested_negative""]",low,"{""primary_report"":""Scores exactly matched baseline on all displayed folds.""}","{""primary_report"":""Rejected; report attributes neutrality to within-fold constant features.""}",Only single-cutoff training realization tested.,"[""unknown""]",experiments/team_b_core/exp_003_calendar.md,origin/team-b-B2,ef76811cd55bd320dab408cb8f0695b9f4e0271f7a32eb1385dabb18df4e924d,unknown
team_b_core:EXP-004,Core EWM aggregates,temporal_history_and_calendar,2026-08-13,team_b_core:EXP-001,add EWM7/EWM14 GMV and EWM7 orders,LightGBM direct regression,folds1-2 decision mean; fold3 diagnostic,team_b_core:two_fold_decision_mean_with_fold3_diagnostic,1.716725,-0.000292,1,2,unknown,unknown,rejected,primary_report_only,"[""code rolled back; no machine evidence""]",unknown,"[""changes_representation"",""potentially_additive""]",Report-only metrics; third fold is diagnostic.,team_b_core,EXP-004,temporal_features,baseline single-cutoff construction explicitly retained; folds 1-2 used for decisions and fold3 diagnostic,"baseline 50 features plus ewm7_gmv, ewm14_gmv, and ewm7_orders with 7- and 14-day halflives",baseline future 30-day GMV with log1p training target and expm1 prediction,folds 1-2 decision; fold3 diagnostic; exact dates not restated,src/config.py; numeric value not stated in report,LightGBM baseline parameters from src/train.py; exact values not restated,1.716725,1.716725,"decision=[1.689885,1.743566]; diagnostic=1.732749",none,negative,canonical,"[""changes_representation"",""potentially_additive_tested_negative""]",low,"{""primary_report"":""Small two-fold mean gain with opposite fold signs.""}","{""primary_report"":""Rejected below threshold.""}",Report-only metrics; third fold is diagnostic.,"[""unknown""]",experiments/team_b_core/exp_004_ewm.md,origin/team-b-B2,66b1578ae14aaf34dc64254e81f017d8cf3ef8cfdd98bdfda3848c933db2a47f,unknown
team_b_core:EXP-005,Core multi-cutoff 8x14d,train_example_construction,2026-08-13,team_b_core:EXP-001,concatenate 8 train cutoffs at 14-day spacing,LightGBM direct regression,folds1-2 decision mean; fold3 diagnostic,team_b_core:two_fold_decision_mean_with_fold3_diagnostic,1.71704,2.3e-05,1,2,unknown,unknown,rejected,primary_report_only corroborated by semantic rerun report,"[""code rolled back; no machine evidence; exact rerun report EXP-031 exists""]",unknown,"[""changes_data_construction"",""mutually_exclusive""]",Third fold diagnostic; no artifacts.,team_b_core,EXP-005,train_example_construction,concatenation of eight cached train datasets at 14-day-spaced cutoffs; the last train cutoff equals the original fold train cutoff and every train target window ends no later than validation cutoff,same baseline 50-feature set; report explicitly says features did not change,baseline future 30-day GMV with log1p training target and expm1 prediction,folds 1-2 decision; fold3 diagnostic; exact dates not restated,src/config.py; numeric value not stated in report,LightGBM baseline parameters from src/train.py; eight cutoffs spaced 14 days,1.71704,1.71704,"decision=[1.691941,1.742140]; diagnostic=1.733246",none,negative,canonical,"[""changes_data_construction"",""semantic_rerun_parent"",""mutually_exclusive""]","medium; exact metrics repeated by EXP-031, machine output absent","{""primary_report"":""Candidate is 0.000023 worse on two-fold mean with opposite signs across folds.""}","{""primary_report"":""Rejected as noise.""}",Third fold diagnostic; no artifacts.,"[""EXP-031 reports signed gain -0.000023 while normalized candidate-minus-baseline delta is +0.000023""]",experiments/team_b_core/exp_005_multicutoff.md,origin/team-b-B2,e8665acff7ef283121daefdf9a9884e24fde5b30c08bc63b8d391d6d3302d5cb,unknown
team_b_core:EXP-006,Core raw-space hurdle,target_distribution_and_decomposition,2026-08-13,team_b_core:EXP-001,classifier times positive-only raw-value regressor,LightGBM classifier+regressor,folds1-2 decision mean; fold3 diagnostic,team_b_core:two_fold_decision_mean_with_fold3_diagnostic,2.045762,0.328745,0,2,unknown,unknown,rejected,primary_report_only,"[""code rolled back; no machine evidence""]",unknown,"[""changes_model"",""changes_target"",""mutually_exclusive""]",Different from S2 count hurdle and later log-space EXP-028.,team_b_core,EXP-006,zero_modeling,baseline fold construction; classifier trained on all users and regressor trained only on users with positive target,same baseline feature set; report explicitly says features did not change,binary P(y>0) plus log1p(y) among y>0; final raw prediction P(y>0)*expm1(regression output),folds 1-2 decision; fold3 diagnostic; exact dates not restated,src/config.py; numeric value not stated in report,"LightGBM classifier plus LightGBM regressor; parameters from src/train.py, exact values not restated",2.045762,2.045762,"decision=[2.055990,2.035534]; diagnostic=1.965917",none,negative,canonical,"[""changes_target"",""changes_model"",""mutually_exclusive""]",low,"{""primary_report"":""Large degradation on all displayed folds.""}","{""primary_report"":""Rejected; author attributes error to overprediction of true zeros.""}",Different from S2 count hurdle and later log-space EXP-028.,"[""unknown""]",experiments/team_b_core/exp_006_hurdle.md,origin/team-b-B2,69774796fea4abd2eee5feff15cf96c6b79882571a32a8e0d1046689f0c26e28,unknown
team_b_core:EXP-007,Core Tweedie raw-target loss,target_distribution_and_decomposition,2026-08-13,team_b_core:EXP-001,replace log-target regression with Tweedie raw-target objective,LightGBM Tweedie,folds1-2 decision mean; fold3 diagnostic,team_b_core:two_fold_decision_mean_with_fold3_diagnostic,2.39132,0.674303,0,2,unknown,unknown,rejected,primary_report_only,"[""code rolled back; no machine evidence""]",unknown,"[""changes_model"",""changes_target"",""mutually_exclusive""]",Raw-target objective not comparable as a minor hyperparameter change.,team_b_core,EXP-007,objective_functions,baseline fold construction explicitly retained,same baseline feature set; no feature change stated,raw future GMV y with Tweedie objective; prediction used directly without expm1,folds 1-2 decision; fold3 diagnostic; exact dates not restated,src/config.py; numeric value not stated in report,"LightGBM Tweedie objective, tweedie_variance_power=1.5",2.39132,2.39132,"decision=[2.394555,2.388086]; diagnostic=2.331039",none,negative,canonical,"[""changes_target"",""changes_model"",""mutually_exclusive""]",low,"{""primary_report"":""Tweedie was far worse on all folds.""}","{""primary_report"":""Rejected due RMSLE-incompatible zero overprediction.""}",Raw-target objective not comparable as a minor hyperparameter change.,"[""unknown""]",experiments/team_b_core/exp_007_tweedie.md,origin/team-b-B2,d2450f127a522d2a258110ce7b28797d76058f1b000a1860d182a34ad02f629b,unknown
team_b_core:EXP-008,Core Huber log-target loss,target_distribution_and_decomposition,2026-08-13,team_b_core:EXP-001,replace regression objective with Huber on log1p target,LightGBM Huber,folds1-2 decision mean; fold3 diagnostic,team_b_core:two_fold_decision_mean_with_fold3_diagnostic,1.732425,0.015408,0,2,unknown,unknown,rejected,primary_report_only,"[""code rolled back; no machine evidence""]",unknown,"[""changes_model"",""changes_target"",""mutually_exclusive""]",No machine evidence.,team_b_core,EXP-008,objective_functions,baseline fold construction explicitly retained,same baseline feature set; no feature change stated,"log1p(future 30-day GMV), with expm1 prediction",folds 1-2 decision; fold3 diagnostic; exact dates not restated,src/config.py; numeric value not stated in report,"LightGBM objective=huber, alpha=0.9",1.732425,1.732425,"decision=[1.703652,1.761199]; diagnostic=1.758791",none,negative,canonical,"[""changes_model"",""mutually_exclusive""]",low,"{""primary_report"":""Both decision folds worsened.""}","{""primary_report"":""Rejected.""}",No machine evidence.,"[""unknown""]",experiments/team_b_core/exp_008_huber.md,origin/team-b-B2,db8b021f68e1196653020e3a79550b6d16a675ed6a34d3abfbd4cf9b4698ff03,unknown
team_b_core:EXP-009,Core search/catalog split,tabular_models_and_feature_engineering,2026-08-13,team_b_core:EXP-001,add search/catalog split aggregates and conversion,LightGBM direct regression,folds1-2 decision mean; fold3 diagnostic,team_b_core:two_fold_decision_mean_with_fold3_diagnostic,1.716802,-0.000215,2,2,unknown,unknown,rejected_below_gate,primary_report_only,"[""code rolled back; no machine evidence""]",unknown,"[""changes_model"",""changes_representation"",""potentially_additive""]",Exact feature implementation only.,team_b_core,EXP-009,feature_engineering,baseline single-cutoff construction explicitly retained,"baseline 50 features plus sc_* split signals for search/catalog over 30/90/180/all: gmv_search, gmv_cat, search-GMV share, search/catalog days, search_to_ord/searches conversion",baseline future 30-day GMV with log1p training target and expm1 prediction,folds 1-2 decision; fold3 diagnostic; exact dates not restated,src/config.py; numeric value not stated in report,LightGBM baseline parameters from src/train.py; exact values not restated,1.716802,1.716802,"decision=[1.690353,1.743251]; diagnostic=1.732910",none,negative,canonical,"[""changes_representation"",""potentially_additive""]",low,"{""primary_report"":""Both decision folds improve slightly; mean gain 0.000215.""}","{""primary_report"":""Rejected below threshold despite consistent sign.""}",Exact feature implementation only.,"[""unknown""]",experiments/team_b_core/exp_009_search_catalog.md,origin/team-b-B2,d03e92072dbc47154ddc486ae16f5dd8711c4e12509baba6dc64cd01600deb2f,unknown
team_b_core:EXP-010,Core AOV/intensity features,tabular_models_and_feature_engineering,2026-08-13,team_b_core:EXP-001,add AOV and purchase-intensity ratios,LightGBM direct regression,folds1-2 decision mean; fold3 diagnostic,team_b_core:two_fold_decision_mean_with_fold3_diagnostic,1.716961,-5.6e-05,1,2,unknown,unknown,rejected_below_gate,primary_report_only,"[""code rolled back; no machine evidence""]",unknown,"[""changes_model"",""changes_representation"",""potentially_additive""]",No machine evidence.,team_b_core,EXP-010,feature_engineering,baseline single-cutoff construction explicitly retained,"baseline 50 features plus aov_30, aov_90, aov_all, gmv_per_search_all, orders_per_active_day_30",baseline future 30-day GMV with log1p training target and expm1 prediction,folds 1-2 decision; fold3 diagnostic; exact dates not restated,src/config.py; numeric value not stated in report,LightGBM baseline parameters from src/train.py; exact values not restated,1.716961,1.716961,"decision=[1.690339,1.743583]; diagnostic=1.732744",none,negative,canonical,"[""changes_representation"",""potentially_additive_tested_negative""]",low,"{""primary_report"":""Two-fold mean improves 0.000056 with fold2 worse.""}","{""primary_report"":""Rejected below threshold.""}",No machine evidence.,"[""unknown""]",experiments/team_b_core/exp_010_aov_intensity.md,origin/team-b-B2,5aefe76dcbed1ae096db663d7098c270e37d93f27053dded79d19cf78abb861c,unknown
team_b_core:EXP-011,Core simple trend ratios,temporal_history_and_calendar,2026-08-13,team_b_core:EXP-001,add recent/previous ratio trends,LightGBM direct regression,folds1-2 decision mean; fold3 diagnostic,team_b_core:two_fold_decision_mean_with_fold3_diagnostic,1.717095,7.8e-05,1,2,unknown,unknown,rejected,primary_report_only,"[""code rolled back; no machine evidence""]",unknown,"[""changes_representation""]",Broadly related to team_b_alt EXP-003 but pipelines/features differ; not duplicate.,team_b_core,EXP-011,temporal_features,baseline single-cutoff construction explicitly retained,"baseline 50 features plus trend_* ratios: w30_gmv/(w60-w30+1), w14_searches/(w30_searches+1), and analogous ratios for orders and purchase days",baseline future 30-day GMV with log1p training target and expm1 prediction,folds 1-2 decision; fold3 diagnostic; exact dates not restated,src/config.py; numeric value not stated in report,LightGBM baseline parameters from src/train.py; exact values not restated,1.717095,1.717095,"decision=[1.690822,1.743369]; diagnostic=1.732566",none,negative,canonical,"[""changes_representation"",""cross_namespace_related""]",low,"{""primary_report"":""Decision mean worsened by 0.000078 with opposite fold signs.""}","{""primary_report"":""Rejected.""}",Broadly related to team_b_alt EXP-003 but pipelines/features differ; not duplicate.,"[""unknown""]",experiments/team_b_core/exp_011_trends.md,origin/team-b-B2,c1f87f907c50ba618b7bae352c209071dd714c3d632d318604b6b0689372e0a4,unknown
team_b_core:EXP-012,Core p99.9 target clipping,target_distribution_and_decomposition,2026-08-13,team_b_core:EXP-001,clip train target at fold q0.999 before log1p,LightGBM direct regression,folds1-2 decision mean; fold3 diagnostic,team_b_core:two_fold_decision_mean_with_fold3_diagnostic,1.71691,-0.000107,1,2,unknown,unknown,rejected_below_gate,primary_report_only,"[""code rolled back; no machine evidence""]",unknown,"[""changes_postprocessing"",""changes_target"",""mutually_exclusive""]",No machine evidence.,team_b_core,EXP-012,target_processing,baseline fold construction; target clipping is computed separately on each train fold,same baseline feature set; report states only the target changed,future 30-day GMV clipped above the train-fold q0.999 before log1p; prediction expm1 with only nonnegative clipping,folds 1-2 decision; fold3 diagnostic; exact dates not restated,src/config.py; numeric value not stated in report,LightGBM baseline parameters; train target upper clip q0.999,1.71691,1.71691,"decision=[1.690289,1.743531]; diagnostic=1.732735",none,negative,canonical,"[""changes_target"",""mutually_exclusive""]",low,"{""primary_report"":""Small mean gain with second decision fold worse.""}","{""primary_report"":""Rejected below threshold.""}",No machine evidence.,"[""unknown""]",experiments/team_b_core/exp_012_clip_target.md,origin/team-b-B2,b5f48f7f20dc6e8d83d37c95238df88723b2132ac5570c0597c6350bb19366c2,unknown
team_b_core:EXP-013,Core five-seed bagging,ensembles_stacking_and_component_selection,2026-08-13,team_b_core:EXP-001,log-average seeds42-46,LightGBM seed ensemble,folds1-2 decision mean; fold3 diagnostic,team_b_core:two_fold_decision_mean_with_fold3_diagnostic,1.716366,-0.000651,2,2,unknown,unknown,rejected_below_gate,primary_report_only,"[""no machine artifacts""]",unknown,"[""changes_ensemble"",""changes_model"",""potentially_additive""]",PLAN-derived expectation excluded; no artifact to reuse here.,team_b_core,EXP-013,seed_averaging,"baseline fold construction; five independently seeded LightGBM fits per fold, averaged in log-prediction space",same baseline feature set; report states features did not change,baseline log1p future-GMV target; mean log1p predictions followed by expm1,folds 1-2 decision; fold3 diagnostic; exact dates not restated,"42,43,44,45,46",five baseline LightGBM models; log-space average,1.716366,1.716366,"decision=[1.689997,1.742736]; diagnostic=1.731774",none,negative,canonical,"[""changes_model"",""seed_variant"",""potentially_additive""]","partial; setup stated, predictions absent","{""primary_report"":""All three displayed folds improve; two-fold decision gain 0.000651.""}","{""primary_report"":""Rejected by strict magnitude threshold but described as potentially useful technique.""}",PLAN-derived expectation excluded; no artifact to reuse here.,"[""unknown""]",experiments/team_b_core/exp_013_seed_bagging.md,origin/team-b-B2,942eb24ba469b74348a8513f1d39749925a6f1e40b9edc3379aeef4706add618,unknown
team_b_core:EXP-014,Core second-LightGBM blend,ensembles_stacking_and_component_selection,2026-08-13,team_b_core:EXP-001,blend baseline with leaves31/feature_fraction0.6 LGBM,two-LightGBM log ensemble,folds1-2 decision mean; fold3 diagnostic; weight grid,team_b_core:two_fold_decision_mean_with_fold3_diagnostic,1.716513,-0.000504,2,2,unknown,unknown,rejected_below_gate,primary_report_only,"[""no machine artifacts""]",unknown,"[""changes_ensemble"",""changes_representation"",""potentially_additive""]",Weight was selected on same folds.,team_b_core,EXP-014,ensembles,baseline fold construction; baseline and second LightGBM fitted per fold then blended in log space,same baseline feature set; report states only model scheme changed,baseline log1p future-GMV target with expm1 after log-space blend,folds 1-2 decision; fold3 diagnostic,src/config.py; numeric value not stated in report,"second LightGBM num_leaves=31, feature_fraction=0.6; blend-weight grid step 0.1; best reported weight 0.5",1.716513,1.716513,"decision=[1.690181,1.742846]; diagnostic=1.731949",none,negative,canonical,"[""changes_ensemble"",""weight_sweep"",""potentially_additive""]",partial,"{""primary_report"":""All displayed folds improved; two-fold gain 0.000504.""}","{""primary_report"":""Rejected below threshold.""}",Weight was selected on same folds.,"[""unknown""]",experiments/team_b_core/exp_014_second_lgbm_blend.md,origin/team-b-B2,fced7e9dab7d68c8a318cbd96c406f471ff271bb175362e8238775eb687be9aa,unknown
team_b_core:EXP-015,Core fixed log calibration shift,calibration_and_postprocessing,2026-08-13,team_b_core:EXP-001,apply fixed log-space delta -0.17,LightGBM plus global postprocessing,folds1-2 decision mean; fold3 diagnostic; separate public LB probe,team_b_core:two_fold_decision_mean_with_fold3_diagnostic,1.708737,-0.00828,2,2,candidate about 1.6700; unshifted baseline about 1.6615,unknown,local_accept_lb_reject,local and LB primary_report_only; LB rounded,"[""commit stated; no matching machine metrics/submission artifact""]",unknown,"[""changes_postprocessing"",""mutually_exclusive""]",Global delta selected under seasonal mismatch; LB file and platform export absent.,team_b_core,EXP-015,calibration,baseline single-cutoff training and validation cutoffs explicitly unchanged,same baseline feature set; report explicitly says features did not change,baseline log1p future-GMV target; postprocessing pred=expm1(raw_log_pred+delta),folds 1-2 decision; fold3 diagnostic,src/config.py; numeric value not stated in report,LightGBM baseline; CALIBRATION_DELTA=-0.17,1.708737,1.708737,"decision=[1.675509,1.741966]; diagnostic=1.745607",unnamed submission; absent from specified evidence roots,negative,canonical,"[""changes_postprocessing"",""validation_transfer_failure"",""mutually_exclusive""]","partial; code commit stated, run/submission absent","{""primary_report"":""Local two-fold mean improved about 0.00828, while rounded report-only LB worsened about 0.009 versus unshifted baseline.""}","{""primary_report"":""Accepted locally, then rejected for submission calibration transfer.""}",Global delta selected under seasonal mismatch; LB file and platform export absent.,"[""local and LB directions conflict but measure different regimes""]",experiments/team_b_core/exp_015_calibration_shift.md,origin/team-b-B2,616b17b345026a485cba76e039a6e2eb3442bb06eaf98675364483a22854b231,unknown
