stratum,cutoff_code,rec_buy_bin,w180_days_buy_bin,n,row_fraction,weight_fraction,mean_weight,multiset_exact,multiset_sha256
45,5,0,0,4374,0.0008827137049072343,0.0007047894704768734,0.7984349727630615,True,53e1821e72be64d58af5d7a8bec0e37a7d43a16a7b46e564b26b6520d59eae39
46,5,0,1,51958,0.010485605550884793,0.011325503291547493,1.0801000595092773,True,fa3bfbe9ea9699c75589f0002256024ee4a441734366c7fabfc394bd931f41c7
47,5,0,2,17118,0.0034545709192048556,0.0033705639160550053,0.9756823778152466,True,c786e8bd01b1ff8a55ccb3aa32127d3c77e539840abdd88a02760cb65cc3447b
48,5,1,0,10291,0.0020768190985826127,0.0018256952844661629,0.879082441329956,True,e7f057bda1339d664462a7a01ab38982278661952327a1410a9a325d33d327c7
49,5,1,1,44225,0.00892501454035721,0.01031440922286212,1.1556742191314697,True,70460bf6d63bdfc720b06e6210f217b69f177a5d1bf55362cbac9224ed086b0b
50,5,1,2,1496,0.00030190665353022923,0.00037319872139900926,1.2361394166946411,True,2e292b17fb49f29fdb7078253ae1ee710a798ef90dd34f0880f3f1ae96adc251
51,5,2,0,61953,0.012502689108394579,0.00999300265312528,0.7992683053016663,True,1d75a190234a3dcc57ee23882b4db63776b9cc4248935e36f440551119e0718c
52,5,2,1,9853,0.0019884266425356607,0.002710575601711712,1.3631761074066162,True,18bf2e185c42f110fc6470444cd064cf76d6e2ce008d6efc85da3c1b781089f5
53,5,2,2,6,1.2108555622870155e-06,2.1986020881199733e-06,1.8157426118850708,True,8ca0302a51388352e98000d16043831e252b90c500f4602fb904a7c99d302a99
54,6,0,0,4071,0.00082156549901174,0.0006145446566192973,0.7480166554450989,True,ec5d79e193a789f54b6b7e766a872d37cc5d2b0b002640250ced77ccc26cf234
55,6,0,1,50467,0.010184707943656468,0.011247955462324514,1.1043964624404907,True,97362d3cb8f52d01474c0b75004be868ddcad93a46217c1206dc41363eb7ab3c
56,6,0,2,18596,0.0037528450060482234,0.004157950134361913,1.1079461574554443,True,2e05e621ba921051f52dd5590652ba632ba180adbce8a945ea5b3f9a7ed0a45f
57,6,1,0,9571,0.001931516431108171,0.0015888436107586545,0.8225887417793274,True,8179163881d3e980b7e3b0a578b3d2672351166d335b02964949d4bb8bf1fd6d
58,6,1,1,44955,0.009072335300435464,0.010450729533059415,1.1519336700439453,True,2f3cca67d653bbc44a880f11485df4e2175450b5c75f7fa272e0847d51a3f57f
59,6,1,2,1885,0.00038041045581850406,0.0005010101763085848,1.3170253038406372,True,e0a93b11f8f7b319cad7accb190ea025676552b2bc8022a98dc7251c2862af75
60,6,2,0,60710,0.012251840197740786,0.009145114867898152,0.7464278936386108,True,5e146facc915f3daa8fdbc679ff4c417707960e7fcb8413c8b7b5bfded0069b7
61,6,2,1,11292,0.0022788301682241633,0.00296747924327167,1.3021939992904663,True,678dc9505e7a8604ec7863fb010a1bb4e9e6a2d36f327c8546f76c45e721bbb7
62,6,2,2,9,1.8162833434305232e-06,3.5720313019581978e-06,1.9666707515716553,True,5c02a6b7738c19c67100c93433b168c48bb2cf9f341dcf489366dd80157ac7e7
63,7,0,0,3916,0.0007902850636526588,0.0005593659541137513,0.7078028321266174,True,f9109c48e4d474e8123d9d748b8ff894d44859ad76a2d28a68d755a1b602681a
64,7,0,1,50494,0.010190156793686761,0.011403680128000356,1.119087815284729,True,95a477ef68923605cd4ba27c79e4ce036c02960894b805d20db3ac2ff1147f69
65,7,0,2,20304,0.0040975352227792606,0.005105311948091584,1.245947003364563,True,52700182e39a65e171e41f5b51aa83b4ab68e7f3d2bc596cac9652862ac41852
66,7,1,0,8870,0.0017900481395809714,0.0013750998832149156,0.7681915760040283,True,c4c93832e75bc757ef0ba243df367f2ae20e3a15df4dde49bcdabbb0c56fbaa3
67,7,1,1,44258,0.008931674245949789,0.010239988649415145,1.1464803218841553,True,b58fae4b22e22df5d0e8d43c3a6bf20ac50b535ad8e1c9b410a79f113f36aeb7
68,7,1,2,2145,0.0004328808635176081,0.000611960149245486,1.4136918783187866,True,b4c98f0861b67d1f80549d9e18def5bca901f5586bf93bd575c9458c4f5f5c10
69,7,2,0,60038,0.01211622437476464,0.008455582388005502,0.6978728175163269,True,866b3b934bfe5b9deeb04e4c1b37a9e68b20c0fab1621fe9b505074a27adb53a
70,7,2,1,12520,0.002526651939972239,0.003123858254467115,1.2363628149032593,True,3f374b6218f60c4c6d88d1d4a7d6d06e6b1c0a5f187ba05c120a78daa8fa9813
71,7,2,2,12,2.421711124574031e-06,4.5384985507348535e-06,1.8740874528884888,True,2e24a47070fcdd606a701e42d3909437136dbfa1591a23bc06d852787687e45e
72,8,0,0,3791,0.0007650589061050126,0.0005129440202876822,0.670463502407074,True,df7e242f025bfb0bf5fafad2fc94bb476bcb8d7a721ac0ebaaf39c4291ff711f
73,8,0,1,50591,0.010209732291943734,0.011424093623111442,1.1189416646957397,True,1ba08a55d492cd45c2dd530a97dcd499d13ecad5c251bc0d1a3951db1735855a
74,8,0,2,21950,0.004429713265366665,0.00606211830697733,1.3685126304626465,True,a7a578090c8f15c50e516d3c95b899f6308944e28ded1a48213310d59c87ed1a
75,8,1,0,8308,0.0016766313352467542,0.0012268335750978785,0.73172527551651,True,2b6403a8ba5cfb678287af39be7846b33db552847686f886cc315c160769ce93
76,8,1,1,43717,0.008822495436083577,0.009989221376293694,1.1322444677352905,True,5715234a3f3ab003f3d381613d9f41f3404195feb5b8793b92679599166078ae
77,8,1,2,2426,0.0004895892656847166,0.0007241369499527859,1.4790703058242798,True,0ca81dbe87269ac13423c57aa7b5f95419de2e710b1aed0aa71a42c0e20f54b6
78,8,2,0,58969,0.01190049027541717,0.007866143405253778,0.660993218421936,True,b2befaefabc36da582f4dc46f4f6425138f83ad87d81da436e5034b278a8b256
79,8,2,1,13519,0.002728259391093027,0.003215843837134564,1.1787163019180298,True,39b89f72e1116e41631f98dfb99b52d010cf6b1586b14066138d0ffff385d39c
80,8,2,2,21,4.237994468004554e-06,6.78585262724058e-06,1.6011942625045776,True,e206f01fb83e9a1ea2e2f96cb7f003da3d06f2e0d4cfb9e1953776e3d700081e
81,9,0,0,3597,0.0007259079095910658,0.0004599569338617832,0.6336298584938049,True,0a84a71ca66fe9dc79a1fa71808d286435632d04f0a76ebfdd9e7cc79120196f
82,9,0,1,49197,0.009928410182972384,0.011132757130170642,1.1213030815124512,True,7670827b5b03ec3f4a2c456ec7518cc7fff743170fa90dfd09587ff016e7a609
83,9,0,2,23409,0.004724152976262791,0.006916283601025158,1.4640260934829712,True,5a7dd2bbe74e4cbd86da89ea17af58b648cf7a1fce1d8af17b65ae4e58a32fb1
84,9,1,0,8005,0.00161548312935126,0.0011346645443948032,0.7023684978485107,True,9c4f6b3e4ffc25a21ca44b6e2609f75fa569b1920aa483d29d63246d9517542f
85,9,1,1,44460,0.008972439716546786,0.009969218169078316,1.1110934019088745,True,08d5c0362a9657c5a4611e1dc5db704beef923c86b5397ea5957a3b8b41230ee
86,9,1,2,2911,0.0005874667569695837,0.0008761566450210366,1.4914149045944214,True,c8ecb1160175babd73e9ae830a6e59c42884e19406f3435f5435e499519149c0
87,9,2,0,57939,0.011692626737224565,0.0073802045493109834,0.631184458732605,True,f7c2175966bf72fabaa931d84e45a0d516f940e273a03782abd42f65d2e3aa73
88,9,2,1,14434,0.002912914864341797,0.003288585383375382,1.1289671659469604,True,bb02d46c318c510bd21aaa27e33fb1591773750a2b2ec27b1c561a8a9068a53f
89,9,2,2,40,8.072370415246771e-06,1.180576548709792e-05,1.462490439414978,True,ecf8baa64205a05c82c1cb76e5bbf5fec14dcc7454c7e962467a4776be790ab5
90,10,0,0,3599,0.0007263115281118281,0.00045167970384242913,0.6218814849853516,True,c249b6e859301891ebe72c310a679a05c380fa20c4ffc5105c2259d558b6c3c1
91,10,0,1,49252,0.009939509692293349,0.011106790489732817,1.1174384355545044,True,823133f16555e48139f00fee9e7cd1385afc6008337268359d363bb088e76920
92,10,0,2,25114,0.005068237765212685,0.007719620093840077,1.5231369733810425,True,9d29f8c1f1ae5bdff3759f998423c6df3c9c6d68015cb27c38297ce1df46548e
93,10,1,0,7576,0.0015289069566477383,0.0010391234245504817,0.679651141166687,True,b7349dbe0478358514f5b79f00f3161d42d01b99cab7acb863a87ae716084169
94,10,1,1,44161,0.008912098747692816,0.009764863708932548,1.0956863164901733,True,be2b9cf6977be4aa02ed8ed39f008c2b2ec15f63eb0a68f9c072ecb366aed1e0
95,10,1,2,3292,0.0006643560851748092,0.0009810737949996974,1.476728916168213,True,9417f88e4ae32e0c6a8908b5a69bec46b0e68c713b420e144ba9954393d2494a
96,10,2,0,56974,0.011497880800956737,0.007008121047946567,0.6095141172409058,True,9cc4d54dbb62a52f0c9b93d457102f1007d6f8270b31f59d13dfc6fdafe6ceca
97,10,2,1,15097,0.003046714403974512,0.003309893098995339,1.0863810777664185,True,d51a26f75c7147081f157cc42267255ccabb65ea98b112a71eb5e0bd01d9a728
98,10,2,2,57,1.1503127841726647e-05,1.6675948978441014e-05,1.4496883153915405,True,17c20241e5b871e1209d419d8503e031230a7090dc36f488eff837129d71f204
99,11,0,0,3593,0.0007251006725495411,0.0004377672727311331,0.6037330627441406,True,280937726df785804a881276b501016fecfcfaf56221f70d04fa5beee0b96642
100,11,0,1,48905,0.009869481878941083,0.01091945337954901,1.1063857078552246,True,1f288edcdf381ab8cbe730d3f3502361b0cc08bf10ffa957b8f14d4d6a67fb4b
101,11,0,2,26621,0.005372364320607107,0.008297543599661363,1.544486403465271,True,00e45e2d102b2c2462724c785c89823218f3ef8c06b76c10c0437e697666f055
102,11,1,0,7086,0.0014300204190609653,0.0009555512905512426,0.668208122253418,True,a44dd7a5e44c31a149672eaed84d98fc161e32ae1deee69bd0071413c030e697
103,11,1,1,43912,0.008861848241857904,0.009633355878346924,1.087059497833252,True,aaf84b0a4b5f3ca2bda7991d533a29259ea3c268931ab31a6da7a36a95cc6288
104,11,1,2,3740,0.000754766633825573,0.0011008285493072805,1.458501935005188,True,6337b99e80b76576fc11de6bf17493e1e564d35d8792aa6c47d211961ea5feb6
105,11,2,0,55787,0.011258333208884289,0.006739150380207948,0.598592221736908,True,4a692e8c9b6d7847003323b86c3ec4be1b689f9b5ff7ce5c585eaefcf985bffd
106,11,2,1,15973,0.0032234993160684166,0.0034092797309049913,1.0576331615447998,True,49fb14ddd2aba13246dddd4fa9e08ea5eaa9b64fd571040d1be84e80a027373a
107,11,2,2,66,1.331941118515717e-05,1.827151736269563e-05,1.3717961311340332,True,33fc50615c86eb7fe71cd28e9da20611070e281db3a59477e6b94e19803aeed1
108,12,0,0,3566,0.0007196518225192496,0.0004141269551017434,0.5754546523094177,True,db727e1840337f885f6730a11ed44d4dcded6b48d6f1c7fc28e63a1f83af9034
109,12,0,1,47919,0.00967049794820525,0.010627657195354231,1.0989772081375122,True,a432ca5a05f872e120606110b8e87e3b13c53de995ad033143c8fb778ffa5a5c
110,12,0,2,27926,0.005635725405404533,0.008715505268298538,1.5464743375778198,True,55ec0fd79ab1e489df6aeb5217f1d17ce88898cc3bdfa10a240df99d7f6142b5
111,12,1,0,6772,0.0013666523113012783,0.0009044384216261484,0.661791205406189,True,fcec0afea7dff062597de25f20f85f13b47ebe9ce0734bee49f6e0544a741ffc
112,12,1,1,44459,0.008972237907286403,0.009668918685945969,1.077648401260376,True,3a3737ef632847b68e000512495bc01ec1c4219651201f5159eadd625d06ed93
113,12,1,2,4391,0.0008861444623337142,0.0012686293653170733,1.4316282272338867,True,6064539ec959e2ba73cbe16160d66b66e12328ebda32c8c844c1a609d89446ad
114,12,2,0,54669,0.011032710455778142,0.006562626220025246,0.5948335528373718,True,7273298bc5efa7023dbcbb49c4d24d48dbf8798054975b978478b7ba7acba1c8
115,12,2,1,16653,0.003360729613127612,0.0034797003952474277,1.035400152206421,True,5b5e3c7fe5f50204db110a4eff4856e7227ad7e5688296dca70fce38b61d5913
116,12,2,2,74,1.4933885268206525e-05,2.007189838641188e-05,1.344050645828247,True,645064941e20173259d3d665198fcc9b1f7fd81ec16c7329610f4f48c0a88df0
117,13,0,0,3400,0.0006861514852959755,0.00038784479134614826,0.56524658203125,True,1c75160172be459032feea89b0908e8aa810860d8284d777e1967c261114d70e
118,13,0,1,48010,0.009688862590899936,0.010615181693447032,1.0956065654754639,True,f8eb91660b2d6225c34138b7aaada1d0c6266eded53b6115c37b040c838b627f
119,13,0,2,28906,0.0058334984805780785,0.00895443670407888,1.5350027084350586,True,e5689e320d3341ada4c47cc79eb4d49989b3dbad83654602911caddafca81c21
120,13,1,0,6663,0.0013446551019197308,0.0008793914701291763,0.6539903879165649,True,cfb77e4876c5ea08c62f5f4d274ae344c1b5e48ab53ea7eb48a670632e671289
121,13,1,1,44296,0.008939342997844274,0.009526401415834215,1.0656713247299194,True,254e352c70d2817a4a76ee66d62a3979db9007ac98c5516c8736f7936b2aa7c1
122,13,1,2,4718,0.0009521360904783566,0.0013464087215694603,1.414092779159546,True,262c09a4adb8995ac952005e54e1b382aa345ff005d80c584a538fafe6d561d2
123,13,2,0,54063,0.010910414043987154,0.006558481054062119,0.601121187210083,True,f02ee99375c437113dc31c34a352ca6566279a7b2c9b95e891fc7654097c25c4
124,13,2,1,16953,0.0034212723912419624,0.0035052866902681276,1.0245563983917236,True,700dcf2818fc251f4ed000f9902f279e6796d42f2374b382bde7d13e95ba33f0
125,13,2,2,84,1.6951977872018217e-05,2.1699492770417705e-05,1.2800565958023071,True,6aa3cd3c2ee6f1c1be2b33bc685636a0d54974edadddfb08b6280363ada44e3f
126,14,0,0,3335,0.0006730338833711995,0.0003849993487281479,0.5720356106758118,True,985957b415ada70a909c6178b80d55bc99a326f3a744a3b2253126337d614552
127,14,0,1,48318,0.009751019843097336,0.01062785846802012,1.0899227857589722,True,806a05e3afbcf68a6aceb35810718abeae389155851ee6be63e2e559581b740b
128,14,0,2,29281,0.005909176953221017,0.009007187636912998,1.5242711305618286,True,29815d706960cd0d11a46dd31a1c50d97fd71d9ce958ecf8f266724714abd2d5
129,14,1,0,6764,0.001365037837218229,0.0008836990082476367,0.647380530834198,True,31553e5203fb11cf89d9a953a6b4208c5783becff741be887a2c4051e01bc294
130,14,1,1,44950,0.009071326254133559,0.009603440186946246,1.0586589574813843,True,b31a32c71545c393fcf42b65e23643bd55fca8890ebe666fbd95bbb055a2ecfe
131,14,1,2,4828,0.0009743351091202852,0.0013649016607939816,1.400854468345642,True,692aaa23790ce30dd4564ba200631d9b697a4ac8a7baffbba3d58e347f1f5ea0
132,14,2,0,53577,0.010812334743441905,0.006622351543050883,0.6124812364578247,True,396c9252478dc5f0606013c96bb0f4627fe67894a1f605571e584b0af81a4130
133,14,2,1,16439,0.0033175424314060412,0.0033749650690566716,1.0173088312149048,True,52ae649aa1cfb5f1a728d04a2959a370835abd70050b42ef3ba8705387a282e5
134,14,2,2,85,1.7153787132399387e-05,2.2621027519900657e-05,1.3187191486358643,True,8645933aa8f07561635835f1d9c02ea12f05c6b2598a5273e87b267b8c68ac62
135,15,0,0,3408,0.0006877659593790248,0.0003925530169860505,0.5707653760910034,True,cade5e0402847894ba5fc7f58498f2a69faa07e5b91732c62e1d1b66b1697406
136,15,0,1,49147,0.009918319719953326,0.010751591360039486,1.0840134620666504,True,4e99836e0c91fd8bb4c152a03421da1eb3871c7bcbb5df1cdcd89bf67719768a
137,15,0,2,29978,0.006049838007706692,0.009118006823179736,1.5071489810943604,True,7c72a5d6f8ef3abbf0ad5a09e65dcb3d267a507c8a4f9af413a682579ea24b95
138,15,1,0,6748,0.0013618088890521303,0.0008875161145998751,0.6517185568809509,True,cdae4f7aa91d12f6e6b856f77ddd815ec0337cad350efc1062451c049183b88f
139,15,1,1,44741,0.009029148118713894,0.009450727331685135,1.0466909408569336,True,0cde4be24a1cc7fcd1ac21b3230353c64897cd723087a009e88d1eeabbf92c76
140,15,1,2,4776,0.0009638410275804644,0.0013227968500788495,1.372422218322754,True,a279fb8713326f6f2e180c9486bc8f4beb0c2f88492f0f2925e10d141245d6aa
141,15,2,0,53082,0.010712439159553227,0.006772973158973926,0.6322531700134277,True,0eba7eb1d81c7383cc0d69c6a055716e8793fe820e3616e4e24d8b1ca7248f7a
142,15,2,1,16314,0.003292316273858395,0.0033148848941439188,1.0068550109863281,True,c0fa9446c3326b5a42618705178161888d9f4d8af16c9e081586661003d9f0ff
143,15,2,2,80,1.6144740830493542e-05,2.046315330785503e-05,1.2674810886383057,True,0d52b0a0bea15af8bff55f3ec74ff2ed00328344da573609bfd460bb220b3c8f
144,16,0,0,3426,0.0006913985260658859,0.00039531927642923723,0.5717676281929016,True,6974c8f4fa5ac0f6c57d185340043482f0a7c717abd8c8fb31963bd46ff79c59
145,16,0,1,49922,0.010074721896748733,0.010790887645379782,1.0710854530334473,True,a755f5803659762fe73359b7a78140ef7300cb6e8a82600de0b198dd2ead8798
146,16,0,2,30517,0.006158613199052142,0.009132217875392683,1.4828367233276367,True,ac9326a0ef924a705da3c5dbc1e824131915ab24129d72a71bd0969802e7ce3a
147,16,1,0,6683,0.0013486912871273542,0.0008745223382169004,0.64842289686203,True,2383654dfa3e7dc0c2d2d3ae789e8ae89e59510bae18fd897040daae121288da
148,16,1,1,44518,0.008984144653648893,0.00935347133660173,1.0411087274551392,True,1ee0ff61094680786f491dd924dac830cc9728495e33e2cb3992043e7375626f
149,16,1,2,4834,0.0009755459646825722,0.0013268792988810141,1.3601402044296265,True,5be5aaaca4eed857006af9ba061089cdb48638ffc00aeec98bb0686e6b4c15ac
150,16,2,0,52749,0.010645236675846298,0.007007803976423947,0.6583042740821838,True,08a66801a8fa873719c9c6ac0198c63b79813f4a53738bab4fd987f2733df854
151,16,2,1,16316,0.0032927198923791575,0.003282951827704803,0.997033417224884,True,adfb47fc5ef8bb5bc3706c2edc99febbac293f1c623ed756f82480ac609a258c
152,16,2,2,91,1.8364642694686403e-05,2.369042897996914e-05,1.2900022268295288,True,50f9c54be4b021458ed37400f600a5650b110f2d1951bf52625d80df2261917c
153,17,0,0,3463,0.0006988654686999891,0.0004046055963782569,0.5789464116096497,True,88ac931668fa5e66242f3bc9b92eeaa697afa886e6a6fdb4e91f2bff323cd134
154,17,0,1,49617,0.010013170072332475,0.010612769196619744,1.0598810911178589,True,9058ed107f9b227ff3f4b9609eeb496632b61401e5c3f27e1ec3614cc04129ab
155,17,0,2,30760,0.006207652849324766,0.009071012994930782,1.4612629413604736,True,ada9c939e9db6e1072cbeb3d1578a9cd06b4cd3ab6390ea1b80fb27f9f1056f0
156,17,1,0,6634,0.0013388026333686768,0.0008721643933768869,0.6514511108398438,True,d946ef10d231158dbe6649c96983c09be09278cecab25af7485c25c4fc2f731f
157,17,1,1,45525,0.00918736657885273,0.009517173655256951,1.0358978509902954,True,3ea7ea35aaebe4a87ecb3e09b437dccfb43ba99795b52fa4865c02a53781b48d
158,17,1,2,5196,0.0010486009169405554,0.0014143195256279206,1.3487681150436401,True,08985773a7c3b935c703efc3c380590fa91cc3c2127d8c1ebdb3fec756e30104
159,17,2,0,52375,0.01056976001246374,0.007196043424124114,0.680814266204834,True,91c7d50b4f79be9c9ba2aba86f6328ca7b7ef3848d9b1a49aa8a3dd89d62f65d
160,17,2,1,16239,0.0032771805793298074,0.003244983133986337,0.9901752471923828,True,44137bce92285fd93140e36cd2a6288966e7d98e9b9812c9d5c2f15fc97c6cf6
161,17,2,2,105,2.118997234002277e-05,2.6152706529069018e-05,1.2342019081115723,True,bd9f5df2ccf135263456f801839cf171355d57f9493b7169cd56c9ed38eb5c79
162,18,0,0,3580,0.000722477152164586,0.00040310086936478414,0.5579426884651184,True,ac8436f79c7eee523eb624145ed175fb86ef5ce59d66d9e7ec57f2a9728b5503
163,18,0,1,49900,0.010070282093020346,0.010559986212363072,1.0486286878585815,True,df64d9873b018d1ba50abac2c57e5b486cd1d0df09e3118ba30f3aa6964c9ab0
164,18,0,2,31354,0.0063275275499911805,0.009148146255622035,1.4457694292068481,True,104f921b36f065681de172fdfe55d0212cc658ec963ae72910c1305c2e9a3b8b
165,18,1,0,6627,0.0013373899685460086,0.0008802194591277974,0.6581621766090393,True,4c9e49f707568dd0fc69c9b0cfccb8490838b066d26ca58c0299c5c158ffc7ce
166,18,1,1,45717,0.009226113956845914,0.009497787129075829,1.0294461250305176,True,8554ac9a17a6a302e960dbd6ebcb4a3a105bb6a0bcf610dee58a670ec6b4a824
167,18,1,2,5317,0.001073019837446677,0.0014271591021923825,1.3300397396087646,True,6d210188c3b9fde278ac600411b0d97cb07a6f90a16753d7250ec94ce9356a60
168,18,2,0,52134,0.010521123980711878,0.007396475537785267,0.7030118703842163,True,83a9e61121ee0b2687fea0a600189a956f3369f374a057d9dcceabc76b4b47d7
