dataset,cutoff,panel_blocks,arm,class_index,n,frequency,N30_min,N30_max,z_mean,z_std,z_p50,z_p90,filter_status
training_cutoff,2025-08-21,1,real,2,42637,0.19943215835952702,2,3,4.314696948470822,0.9408378776510024,4.240395500291562,5.550479339560432,after canonical panel and clean-corridor filters
training_cutoff,2025-08-21,1,real,3,27527,0.1287559871276755,4,7,5.263376169023824,0.8341948883587966,5.214159218210013,6.353633865229501,after canonical panel and clean-corridor filters
training_cutoff,2025-08-21,1,real,4,8744,0.04089956593324352,8,30,6.2251418306092665,0.7887064971517411,6.170221938744737,7.265906463417805,after canonical panel and clean-corridor filters
training_cutoff,2025-08-28,1,real,0,95231,0.44242249673633793,0,0,0.0,0.0,0.0,0.0,after canonical panel and clean-corridor filters
training_cutoff,2025-08-28,1,real,1,41221,0.1915037932812696,1,1,3.243924167414958,1.0612891206878925,3.074282820109806,4.675623533575812,after canonical panel and clean-corridor filters
training_cutoff,2025-08-28,1,real,2,42487,0.19738535370663743,2,3,4.303692467243951,0.9414320675718377,4.224370646620231,5.539861073035095,after canonical panel and clean-corridor filters
training_cutoff,2025-08-28,1,real,3,27608,0.12826075847042262,4,7,5.237839259085961,0.8395937440838134,5.180577468732675,6.3462506975691815,after canonical panel and clean-corridor filters
training_cutoff,2025-08-28,1,real,4,8702,0.04042759780533243,8,30,6.210143387673416,0.7920746510491664,6.154533277836585,7.261386968009099,after canonical panel and clean-corridor filters
training_cutoff,2025-09-04,1,real,0,95890,0.44288947392730127,0,0,0.0,0.0,0.0,0.0,after canonical panel and clean-corridor filters
training_cutoff,2025-09-04,1,real,1,41444,0.19141841023509307,1,1,3.241946343484505,1.062030349836859,3.0681066878508534,4.66670952765399,after canonical panel and clean-corridor filters
training_cutoff,2025-09-04,1,real,2,42499,0.19629116438039815,2,3,4.3024711350343585,0.9495703343746407,4.228984463476602,5.540471920042164,after canonical panel and clean-corridor filters
training_cutoff,2025-09-04,1,real,3,28045,0.12953212322756455,4,7,5.234029327917392,0.8360438113983353,5.175913589939266,6.328806316912637,after canonical panel and clean-corridor filters
training_cutoff,2025-09-04,1,real,4,8632,0.03986882822964297,8,30,6.220702851793318,0.794613690812097,6.162316057461912,7.2751505141152055,after canonical panel and clean-corridor filters
validation_fold,2025-09-04,3,real,0,75373,0.3998185849627091,0,0,0.0,0.0,0.0,0.0,after canonical panel and clean-corridor filters
validation_fold,2025-09-04,3,real,1,37426,0.19852746156865658,1,1,3.23616110239856,1.0600412220987805,3.062939870151381,4.658311584830882,after canonical panel and clean-corridor filters
validation_fold,2025-09-04,3,real,2,40057,0.21248368856024358,2,3,4.303142306435858,0.9495076395158134,4.228927648360779,5.5414148868299264,after canonical panel and clean-corridor filters
validation_fold,2025-09-04,3,real,3,27191,0.14423556371274893,4,7,5.236811286699222,0.8360026011757886,5.177154450378607,6.332230483803076,after canonical panel and clean-corridor filters
validation_fold,2025-09-04,3,real,4,8471,0.044934701195641795,8,30,6.223295057792689,0.7946794705719951,6.164524617289683,7.276831422781762,after canonical panel and clean-corridor filters
training_cutoff,2025-09-11,1,real,0,95415,0.4380451749150675,0,0,0.0,0.0,0.0,0.0,after canonical panel and clean-corridor filters
training_cutoff,2025-09-11,1,real,1,41609,0.1910246992929942,1,1,3.2388149251864244,1.0655290856493131,3.067601102259456,4.676116932450734,after canonical panel and clean-corridor filters
training_cutoff,2025-09-11,1,real,2,43236,0.19849416949775042,2,3,4.29995235646817,0.9564503309313638,4.219971668688707,5.550445112888979,after canonical panel and clean-corridor filters
training_cutoff,2025-09-11,1,real,3,28621,0.13139748416123403,4,7,5.2284053930337215,0.8417127192988835,5.1698518261487045,6.331907713658857,after canonical panel and clean-corridor filters
training_cutoff,2025-09-11,1,real,4,8939,0.041038472132953814,8,30,6.200453031235467,0.7994984019110992,6.133323295698506,7.27320359343687,after canonical panel and clean-corridor filters
validation_fold,2025-09-18,3,real,0,74431,0.38964009946342104,0,0,0.0,0.0,0.0,0.0,after canonical panel and clean-corridor filters
validation_fold,2025-09-18,3,real,1,37610,0.1968852244470619,1,1,3.2187485661366653,1.0689063366742078,3.053103325732237,4.662255736087092,after canonical panel and clean-corridor filters
validation_fold,2025-09-18,3,real,2,41056,0.2149247480696244,2,3,4.2980821369990805,0.9625519235759012,4.222161390926479,5.564177295407074,after canonical panel and clean-corridor filters
validation_fold,2025-09-18,3,real,3,28801,0.150770841512891,4,7,5.224249371100925,0.8487372528841854,5.166292231257835,6.341401193270719,after canonical panel and clean-corridor filters
validation_fold,2025-09-18,3,real,4,9127,0.0477790865070017,8,29,6.188072713263037,0.8031929318046983,6.12164640200037,7.27156846889713,after canonical panel and clean-corridor filters
validation_fold,2025-10-02,3,real,0,75072,0.38758041033795576,0,0,0.0,0.0,0.0,0.0,after canonical panel and clean-corridor filters
validation_fold,2025-10-02,3,real,1,38065,0.1965213171290799,1,1,3.1994593022886044,1.0746264816490165,3.0390159102650958,4.629987865299321,after canonical panel and clean-corridor filters
validation_fold,2025-10-02,3,real,2,41869,0.2161605418856547,2,3,4.268803802661327,0.9650905243522581,4.197443002133589,5.526224079680583,after canonical panel and clean-corridor filters
validation_fold,2025-10-02,3,real,3,29305,0.1512953421375985,4,7,5.202846050641786,0.8404243050908099,5.150242575704053,6.306659662788774,after canonical panel and clean-corridor filters
validation_fold,2025-10-02,3,real,4,9383,0.04844238850971119,8,30,6.170310477147889,0.8067777029908497,6.117562526794718,7.232413464604189,after canonical panel and clean-corridor filters
validation_fold,2025-10-16,3,real,0,76413,0.3871384493791133,0,0,0.0,0.0,0.0,0.0,after canonical panel and clean-corridor filters
validation_fold,2025-10-16,3,real,1,38333,0.1942101236707046,1,1,3.181013640613604,1.0792905528698193,3.0234767064297325,4.635722810202705,after canonical panel and clean-corridor filters
validation_fold,2025-10-16,3,real,2,43002,0.21786512242943779,2,3,4.246215835421999,0.9656508153217543,4.165050032884025,5.518028359797018,after canonical panel and clean-corridor filters
validation_fold,2025-10-16,3,real,3,29796,0.15095830863465717,4,7,5.18267428494029,0.8452205364702153,5.126474608393674,6.295137174741545,after canonical panel and clean-corridor filters
validation_fold,2025-10-16,3,real,4,9835,0.049827995886087176,8,29,6.146424208079444,0.8149670315834853,6.100162641503178,7.226117005447338,after canonical panel and clean-corridor filters
