task,cutoff_a,cutoff_b,feature,hist_mean,test_mean,smd,ks,psi,hist_missing,test_missing,hist_q10,test_q10,hist_q50,test_q50,hist_q90,test_q90,median_delta_iqr,gain,split,gain_share,linear_standardized_coef,signed_ks,abs_smd
p07_late,2025-10-09,2025-10-16,w7_presence_rate,0.3890500092759728,0.4030119141278168,0.046666786290434,0.0191166666666666,0.0022706432922959,0.0,0.0,0.0,0.0,0.2857142984867096,0.4285714328289032,0.8571428656578064,0.8571428656578064,0.3333332985639587,9.116419982910156,1.0,0.0003615572455179,0.06988533,0.0191166666666666,0.046666786290434
p07_late,2025-10-09,2025-10-16,trend_gmv_7_14,0.4331811685274185,0.4635964970486416,0.0397317440119938,0.0177166666666667,0.0014908684010243,0.0,0.0,0.0,0.0,0.0,0.0,1.9999980926513672,1.999998450279236,0.0,188.56603832244872,14.2,0.007478529679622,0.027375344,0.0177166666666667,0.0397317440119938
p07_late,2025-10-09,2025-10-16,w7_days_cart,1.0433,1.0981,0.0396588024432777,0.0187166666666667,0.0016590689249818,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,16.663220119476318,1.8,0.0006608633629375,0.00059235265,0.0187166666666667,0.0396588024432777
p07_late,2025-10-09,2025-10-16,trend_gmv_7_30,0.6073352114835145,0.6559897556484927,0.0386830243157804,0.0187166666666666,0.00150455060601,0.0,0.0,0.0,0.0,0.0,0.0,2.710258197784424,2.9388499021530152,0.0,104.23246221542358,8.4,0.0041338597829857,-0.04786624,0.0187166666666666,0.0386830243157804
p07_late,2025-10-09,2025-10-16,trend_srch_7_14,0.8932702267806356,0.9193755071118472,0.0383195851740922,0.0202166666666666,0.0017118784804459,0.0,0.0,0.0,0.0,0.901960551738739,0.9444440603256226,1.999971985816956,1.999971985816956,0.0352166699995245,363.7044766426087,36.6,0.0144245207004454,-0.0036297974,0.0202166666666666,0.0383195851740922
p07_late,2025-10-09,2025-10-16,w7_gmv30eq,1.4890628846066694,1.5821192807468276,0.0382634441161508,0.0174166666666666,0.0012021194949834,0.0,0.0,0.0,0.0,0.0,0.0,5.537052345275877,5.63581805229187,0.0,6.863589859008789,0.6,0.0002722099956386,-0.031378597,0.0174166666666666,0.0382634441161508
p07_late,2025-10-09,2025-10-16,w7_lgmv,1.0734459483844228,1.1422224405479615,0.0380260178585036,0.0174166666666666,0.0012021194949834,0.0,0.0,0.0,0.0,0.0,0.0,4.094621562957762,4.192185354232788,0.0,6.717880058288574,0.8,0.0002664311444786,0.02741322,0.0174166666666666,0.0380260178585036
p07_late,2025-10-09,2025-10-16,trend_pres_7_30,1.0220933833273749,1.0513757399799923,0.0376841865817043,0.0262666666666666,0.0027878498688017,0.0,0.0,0.0,0.0,0.9890087246894836,1.020406723022461,1.836730718612671,1.9047555923461916,0.0415940001536567,398.3062715530396,25.2,0.0157968279966477,-0.02220186,0.0262666666666666,0.0376841865817043
p07_late,2025-10-09,2025-10-16,w7_carts,2.9236,3.172883333333333,0.0365318920367798,0.0199666666666666,0.002234382800448,0.0,0.0,0.0,0.0,1.0,1.0,8.0,9.0,0.0,209.4850609779358,14.2,0.0083081781846737,-0.028961033,0.0199666666666666,0.0365318920367798
p07_late,2025-10-09,2025-10-16,w7_days_search,2.206783333333333,2.2771166666666667,0.0363952386256666,0.0153666666666666,0.0013472686961314,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,14.223998069763184,1.6,0.0005641238086877,-0.07830992,0.0153666666666666,0.0363952386256666
p07_late,2025-10-09,2025-10-16,w7_searches,9.044116666666667,9.642033333333334,0.0362874978677884,0.0172666666666666,0.0017406870615825,0.0,0.0,0.0,0.0,4.0,4.0,23.0,25.0,0.0,116.86929359436036,12.0,0.0046350365556671,0.09949571,0.0172666666666666,0.0362874978677884
p07_late,2025-10-09,2025-10-16,w7_days_buy,0.4486166666666666,0.47945,0.0361074264271936,0.0169,0.0014200875892258,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,19.89749984741211,2.0,0.0007891349072344,0.06980759,0.0169,0.0361074264271936
p07_late,2025-10-09,2025-10-16,trend_srch_7_30,1.0133333112085858,1.0471998722194384,0.0339142072144801,0.01995,0.0016844124196661,0.0,0.0,0.0,0.0,0.8086248636245728,0.857140302658081,2.326680707931516,2.3809444904327397,0.0375851145761429,195.4723318099976,20.0,0.0077524333013044,0.022469498,0.01995,0.0339142072144801
p07_late,2025-10-09,2025-10-16,w7_srch_per_day,2.6866784960240127,2.798322166058421,0.0322712939917401,0.0156999999999999,0.0014215479009751,0.0,0.0,0.0,0.0,1.9999979734420776,1.999999046325684,5.999993801116943,5.999998569488525,4.1264750858908594e-07,274.46671905517576,25.6,0.0108853509506979,-0.029979216,0.0156999999999999,0.0322712939917401
p07_late,2025-10-09,2025-10-16,rec_over_gap,0.7339695146463191,0.697987289276626,-0.0316149461921076,0.0174999999999999,0.0015605197132891,0.0,0.0,0.0,0.0,0.3333332240581512,0.3076922744512558,2.042950534820555,1.9456148386001584,-0.0260907997769037,296.8288228034973,28.8,0.0117722320564813,0.01112347,-0.0174999999999999,0.0316149461921076
p07_late,2025-10-09,2025-10-16,rec_any,3.31025,3.14635,-0.0312534259390742,0.0162833333333334,0.001386958859136,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,57.67227420806885,5.6,0.0022872825785246,-0.022084024,-0.0162833333333334,0.0312534259390742
p07_late,2025-10-09,2025-10-16,w7_orders,0.75685,0.821,0.0310579039354361,0.0169,0.0015306415434578,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,39.28367395401001,4.2,0.0015579906339618,0.020866266,0.0169,0.0310579039354361
p07_late,2025-10-09,2025-10-16,w7_days_presence_only,0.4010333333333333,0.4250166666666666,0.0309772000261429,0.0106166666666667,0.0005509860057309,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,220.11606245040892,19.6,0.008729803736885,0.06696158,0.0106166666666667,0.0309772000261429
p07_mid,2025-09-18,2025-09-25,w7_lgmv_mean,3.313359339283945,3.269633485269476,-0.0448835490681662,0.0287836200103712,0.0020681707880704,0.7070166666666666,0.7018166666666666,2.188607215881348,2.118570566177368,3.1994214057922363,3.140613079071045,4.586184120178223,4.580503940582275,-0.0456336947835484,593.1392043113708,40.2,0.0225170585745386,-0.058332242,-0.0287836200103712,0.0448835490681662
p07_mid,2025-09-18,2025-09-25,dlog_buyd_14_30,-0.3300305399657537,-0.3126859158041576,0.0425142882637268,0.01805,0.001816530647789,0.0,0.0,-0.9162907600402832,-0.9162907600402832,0.0,0.0,0.0,0.0,0.0,411.06946792602537,23.6,0.0156052326674999,0.03617079,0.01805,0.0425142882637268
p07_mid,2025-09-18,2025-09-25,dlog_gmv_14_30,-0.9482599594759984,-0.8909270528769971,0.0387653795482371,0.018,0.0016471438016809,0.0,0.0,-3.482213926315308,-3.328893065452576,0.0,0.0,0.0,0.0,0.0,356.5221343994141,22.4,0.0135344784580735,-0.026809871,0.018,0.0387653795482371
p07_mid,2025-09-18,2025-09-25,trend_srch_14_30,0.9704082212190144,0.9934437820197084,0.0380261347848014,0.0222833333333333,0.0021159895682451,0.0,0.0,0.0,0.0,0.9586458802223206,0.9924808740615844,1.836726784706116,1.8506468534469604,0.0401919617775722,606.3271073341369,43.4,0.0230177045994185,-0.0082171615,0.0222833333333333,0.0380261347848014
p07_mid,2025-09-18,2025-09-25,trend_gmv_14_30,0.5830252147073766,0.6094200337632285,0.0319847216667897,0.0153166666666667,0.0010680104070987,0.0,0.0,0.0,0.0,0.0,0.0,2.142852783203125,2.1428534984588623,0.0,231.1054720878601,21.0,0.00877334597692,0.011291275,0.0153166666666667,0.0319847216667897
p07_mid,2025-09-18,2025-09-25,trend_pres_14_30,1.0002621807560326,1.0140451530988015,0.0292957392555564,0.0183666666666666,0.0014718739644926,0.0,0.0,0.4285688698291778,0.4285701513290405,0.9999989867210388,1.020406723022461,1.5584373474121094,1.607130765914917,0.0444438646412149,731.5511917114258,54.8,0.0277715263369987,0.014556806,0.0183666666666666,0.0292957392555564
p07_mid,2025-09-18,2025-09-25,w14_days_buy,0.8637,0.9019333333333334,0.0273176370090781,0.0096833333333333,0.0006281462857451,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,15.97009210586548,2.0,0.000606264932034,0.053244088,0.0096833333333333,0.0273176370090781
p07_mid,2025-09-18,2025-09-25,dlog_buyd_30_60,-0.3859684939773132,-0.3970929765868932,-0.026946291558366,0.0121166666666666,0.0007500814128811,0.0,0.0,-0.9162907600402832,-0.9808292388916016,-0.3184537291526794,-0.3364722430706024,0.0,0.0,-0.0259952206021456,241.227414894104,20.4,0.0091576004274768,0.0041511934,-0.0121166666666666,0.026946291558366
p07_mid,2025-09-18,2025-09-25,dlog_gmv_30_60,-0.9105352649526334,-0.945859455112838,-0.0255715300193809,0.0151833333333333,0.0010075468073176,0.0,0.0,-3.104274296760559,-3.159922981262207,-0.273280531167984,-0.3068830966949463,0.0,0.0,-0.027920381689198,317.5157509803772,23.8,0.0120536978692283,-0.080284975,-0.0151833333333333,0.0255715300193809
p07_mid,2025-09-18,2025-09-25,dlog_buyd_7_14,-0.1792839616486181,-0.1874466160877297,-0.025320301392642,0.0087333333333333,0.0012146441560793,0.0,0.0,-0.6931471824645996,-0.6931471824645996,0.0,0.0,0.0,0.0,0.0,128.77960834503173,12.2,0.0048887983853264,-0.017293174,-0.0087333333333333,0.025320301392642
p07_mid,2025-09-18,2025-09-25,trend_srch_30_60,1.009580913404034,0.9984612700353376,-0.0251181116521171,0.0119333333333332,0.0009437766750556,0.0,0.0,0.4285705089569092,0.4137928038835525,0.999998152256012,0.9999953508377076,1.5999808311462402,1.583332085609436,-4.71656812467997e-06,402.154420375824,37.4,0.0152667950015632,-0.008250951,-0.0119333333333332,0.0251181116521171
p07_mid,2025-09-18,2025-09-25,trend_pres_30_60,1.0249062846759955,1.0176031280938536,-0.0250028824402277,0.0119833333333333,0.0006441711950105,0.0,0.0,0.6666600108146667,0.6666533350944519,0.9999985098838806,0.9999979734420776,1.3999916315078735,1.3999916315078735,-1.5646707089644678e-06,458.4030375480652,43.0,0.0174021342244605,-0.012119306,-0.0119833333333333,0.0250028824402277
p07_mid,2025-09-18,2025-09-25,w7_days_cat,0.42015,0.3979833333333333,-0.024997925173701,0.0111999999999999,0.0006683877070034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,257.7848430633545,22.4,0.0097861621162351,-0.11279499,-0.0111999999999999,0.024997925173701
p07_mid,2025-09-18,2025-09-25,w14_lgmv_mean,3.305652382240311,3.283982443968352,-0.0236677962267988,0.0173529793881754,0.0010178618242726,0.5709500000000001,0.5626833333333333,2.239853048324585,2.203265476226807,3.206618070602417,3.1765060424804688,4.499567699432373,4.480963706970215,-0.0257320159441967,177.40199842453003,17.0,0.0067346268139584,0.032494284,-0.0173529793881754,0.0236677962267988
p07_mid,2025-09-18,2025-09-25,w14_orders,1.4478166666666668,1.5245333333333333,0.0225110754032993,0.0115666666666667,0.0006832034184969,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,38.092559814453125,3.8,0.001446089542491,0.002833711,0.0115666666666667,0.0225110754032993
p07_mid,2025-09-18,2025-09-25,w30_lgmv_mean,3.3025811281978608,3.2849572144932777,-0.0209466343055877,0.0155254222226801,0.0006422944537262,0.3931,0.3954333333333333,2.311017966270447,2.299197220802307,3.23200261592865,3.2054611444473267,4.3760178089141855,4.356897783279419,-0.0253120405963994,134.485352230072,13.4,0.0051054027984842,0.018596355,-0.0155254222226801,0.0209466343055877
p07_mid,2025-09-18,2025-09-25,trend_srch_30_90,1.0481345547972405,1.0368479180824322,-0.0202024133084982,0.0104666666666666,0.0005817246187634,0.0,0.0,0.3631960004568101,0.3529393076896667,0.9999949932098388,0.9966938495635986,1.7999838590621948,1.7822195887565606,-0.0046029412565246,249.74342746734615,22.6,0.0094808897203432,-0.009203863,-0.0104666666666666,0.0202024133084982
p07_mid,2025-09-18,2025-09-25,w14_cart2ord,0.2263684739000164,0.233047244285501,0.0197111775684168,0.0096166666666666,0.0004140452489948,0.0,0.0,0.0,0.0,0.0,0.0,0.9999989867210388,0.9999989867210388,0.0,83.67485027313232,7.8,0.003176508130167,0.0043087252,0.0096166666666666,0.0197111775684168
p07_mid,2025-09-18,2025-09-25,trend_gmv_30_60,0.7547297207268746,0.739496915158668,-0.0196898677459569,0.0116166666666666,0.0008640165682051,0.0,0.0,0.0,0.0,0.5437744855880737,0.5131308138370514,1.999994170665741,1.9999936819076536,-0.0207495160324327,162.13309230804444,14.2,0.0061549806686776,-0.008034089,-0.0116166666666666,0.0196898677459569
p07_mid,2025-09-18,2025-09-25,dlog_gmv_7_14,-0.6059301541353992,-0.6312825784804784,-0.0194384618963245,0.0094666666666666,0.0004270489206848,0.0,0.0,-2.784150528907776,-2.8717324495315557,0.0,0.0,0.0,0.0,0.0,166.70422649383545,15.0,0.0063285124390704,-0.036631607,-0.0094666666666666,0.0194384618963245
p105_max,2025-07-03,2025-10-16,w7_presence_rate,0.3526238182884951,0.4030119141278168,0.1701072312467003,0.0717166666666666,0.0287374712910059,0.0,0.0,0.0,0.0,0.2857142984867096,0.4285714328289032,0.8571428656578064,0.8571428656578064,0.3333332985639587,371.4932361602784,3.2,0.0039758277275731,0.028788121,0.0717166666666666,0.1701072312467003
p105_max,2025-07-03,2025-10-16,w7_days_present,2.468366666666667,2.821083333333333,0.1701072310835566,0.0717166666666666,0.0287374712910059,0.0,0.0,0.0,0.0,2.0,3.0,6.0,6.0,0.3333333333333333,2418.862903213501,15.8,0.0258873682309656,0.028812446,0.0717166666666666,0.1701072310835566
p105_max,2025-07-03,2025-10-16,w14_presence_rate,0.3531357187425097,0.3963583375737071,0.1620587749265434,0.0679166666666667,0.026253091526182,0.0,0.0,0.0714285746216774,0.0714285746216774,0.2857142984867096,0.3571428656578064,0.7142857313156128,0.7857142686843872,0.1666666492819793,20.792320251464844,0.8,0.0002225254064671,-0.05565383,0.0679166666666667,0.1620587749265434
p105_max,2025-07-03,2025-10-16,w14_days_present,4.9439,5.549016666666667,0.1620587746771239,0.0679166666666667,0.026253091526182,0.0,0.0,1.0,1.0,4.0,5.0,10.0,11.0,0.1666666666666666,127.11195793151856,3.8,0.0013603888245012,-0.055681825,0.0679166666666667,0.1620587746771239
p105_max,2025-07-03,2025-10-16,trend_srch_60_180,1.0766495540355177,1.161905390610934,0.1599912414202705,0.0799666666666666,0.0320240741816116,0.0,0.0,0.4709219306707383,0.5384606897830964,0.9999992847442628,1.095484733581543,1.783775532245636,1.8799954652786253,0.1500384607135494,3284.522015762329,31.4,0.035151901652546,-0.009841033,0.0799666666666666,0.1599912414202705
p105_max,2025-07-03,2025-10-16,trend_pres_60_180,1.0912169208756335,1.1537825417509924,0.1580082204724309,0.0834333333333333,0.0352043626948506,0.0,0.0,0.6666533350944519,0.7272687554359436,1.0344762802124023,1.0882333517074585,1.5818129777908323,1.666633367538452,0.1345216982750262,8484.527123260497,41.4,0.0908038556520346,0.04118319,0.0834333333333333,0.1580082204724309
p105_max,2025-07-03,2025-10-16,w30_days_present,10.586516666666666,11.729266666666666,0.1560554036241007,0.0613166666666666,0.02443377802581,0.0,0.0,2.0,3.0,9.0,11.0,21.0,23.0,0.2,596.8386989593506,13.2,0.0063875398452408,0.24287544,0.0613166666666666,0.1560554036241007
p105_max,2025-07-03,2025-10-16,w30_presence_rate,0.3528838938890025,0.3909755602979411,0.1560554035143228,0.0613166666666666,0.02443377802581,0.0,0.0,0.0666666701436042,0.1000000014901161,0.3000000119209289,0.3666666746139526,0.699999988079071,0.7666666507720947,0.1999999910593031,116.19255981445312,2.6,0.001243526277417,0.24309435,0.0613166666666666,0.1560554035143228
p105_max,2025-07-03,2025-10-16,w7_days_search,1.9877833333333328,2.2771166666666667,0.1521772082543628,0.0633833333333333,0.0235391759710191,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,216.7178005218506,6.8,0.0023193763883272,0.021147402,0.0633833333333333,0.1521772082543628
p105_max,2025-07-03,2025-10-16,w14_days_search,3.994233333333333,4.491933333333333,0.1463149646157923,0.0594833333333333,0.0216413890614693,0.0,0.0,0.0,0.0,3.0,4.0,9.0,10.0,0.2,273.26496028900146,9.0,0.0029245603966324,0.1700945,0.0594833333333333,0.1463149646157923
p105_max,2025-07-03,2025-10-16,trend_pres_30_90,1.0086106520868838,1.0596727780575554,0.1380715283845049,0.0681833333333333,0.0228193085503826,0.0,0.0,0.5454500913619995,0.5999963879585266,0.9999924898147584,1.0370359420776367,1.4999830722808838,1.499995231628418,0.0869964224977396,3399.8780628204345,66.2,0.0363864753292494,0.041711852,0.0681833333333333,0.1380715283845049
p105_max,2025-07-03,2025-10-16,w30_days_search,8.580616666666666,9.476833333333332,0.134636647948472,0.0539666666666666,0.018495326597598,0.0,0.0,1.0,2.0,7.0,8.0,18.0,20.0,0.1,151.10248184204102,6.2,0.0016171423286789,-0.09874722,0.0539666666666666,0.134636647948472
p105_max,2025-07-03,2025-10-16,w60_presence_rate,0.3523955571622277,0.3829761125601828,0.1337130153982099,0.0536333333333333,0.0184885645953946,0.0,0.0,0.1000000014901161,0.1000000014901161,0.3000000119209289,0.3499999940395355,0.6833333373069763,0.7333333492279053,0.1499999485909931,61.240499877929686,1.6,0.0006554134874209,0.36165556,0.0536333333333333,0.1337130153982099
p105_max,2025-07-03,2025-10-16,w60_days_present,21.143733333333333,22.978566666666666,0.1337130152719894,0.0536333333333333,0.0184885645953946,0.0,0.0,6.0,6.0,18.0,21.0,41.0,44.0,0.15,192.9004196166992,7.0,0.002064475910516,0.36143073,0.0536333333333333,0.1337130152719894
p105_max,2025-07-03,2025-10-16,rec_over_gap,0.8554222536437214,0.697987289276626,-0.1316295425855799,0.0615166666666666,0.0215606260176904,0.0,0.0,0.0,0.0,0.4177214503288269,0.3076922744512558,2.3542842864990234,1.9456148386001584,-0.0940749974111304,718.636100769043,18.0,0.0076910507577582,0.01684501,-0.0615166666666666,0.1316295425855799
p105_max,2025-07-03,2025-10-16,w180_days_presence_only,8.03195,9.29155,0.1312058854200178,0.0486666666666666,0.0169613423145057,0.0,0.0,1.0,1.0,5.0,6.0,19.0,22.0,0.1111111111111111,6784.667193412781,151.0,0.0726114645551394,0.57438874,0.0486666666666666,0.1312058854200178
p105_max,2025-07-03,2025-10-16,rec_any,3.8537166666666662,3.14635,-0.1291123070521065,0.0591166666666667,0.0199563160521697,0.0,0.0,0.0,0.0,1.0,1.0,12.0,10.0,0.0,406.01117916107177,10.0,0.0043452487062692,-0.043978486,-0.0591166666666667,0.1291123070521065
p105_max,2025-07-03,2025-10-16,w7_days_cart,0.9359833333333332,1.0981,0.1203349130585266,0.05415,0.0148943254816737,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,7.681519889831543,0.4,8.220984070547133e-05,-0.026130471,0.05415,0.1203349130585266
p105_max,2025-07-03,2025-10-16,w14_days_cart,1.8631,2.143466666666667,0.1197204215192368,0.0514833333333333,0.0147294234107874,0.0,0.0,0.0,0.0,1.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,-0.0897345,0.0514833333333333,0.1197204215192368
p105_max,2025-07-03,2025-10-16,w7_searches,7.852783333333333,9.642033333333334,0.1129089165303926,0.0628666666666666,0.0231195954687362,0.0,0.0,0.0,0.0,3.0,4.0,21.0,25.0,0.1111111111111111,1618.039719772339,33.6,0.0173167276171078,0.14314842,0.0628666666666666,0.1129089165303926
p28_early,2025-07-03,2025-07-31,w180_days_presence_only,8.03195,8.56705,0.0582583775251315,0.0227166666666666,0.0037510151201732,0.0,0.0,1.0,1.0,5.0,6.0,19.0,20.0,0.1111111111111111,2217.4400882720947,110.4,0.0643364387514499,0.4019003,0.0227166666666666,0.0582583775251315
