feature,anchor_mean,anchor_std,real_smd,score_weight
w7_presence_rate,0.4026685,0.30070344,-0.0896150025929182,-0.08028261006285514
w7_ponly_share,0.13306147,0.25455764,0.0416880003953597,0.037346664991396154
w7_cat_gmv_share,0.018640064,0.12319442,-0.0336148497266369,-0.03011424197780837
w7_srch_per_day,2.797688,3.5257263,-0.073670235782146,-0.06599831101275906
w7_lgmv,1.1488676,1.8320367,-0.1209294181462026,-0.10833598215983041
w7_gmv30eq,1.591336,2.463207,-0.1196226349639619,-0.10716528571815205
w14_aov,16.513504,62.556744,-0.0575966313936435,-0.05159859136661224
w14_gmv_per_day,7.7813783,27.860563,-0.0683883238219628,-0.06126645065437719
w14_cart2ord,0.22545663,0.32968515,-0.1341847016335396,-0.12021087726328238
w14_srch2cart,16759.55,419029.34,0.0001947497377888,0.0001744687474904684
w14_buyday_rate,0.13860612,0.20480016,-0.1123205623457277,-0.10062364166639284
w14_presence_rate,0.39571434,0.27107817,-0.0827956513344201,-0.07417341738164099
w14_ponly_share,0.14777026,0.23152238,0.075199916785974,0.06736869298003678
w14_cat_gmv_share,0.02778046,0.14472753,-0.0430700809295203,-0.03858481741441741
w14_srch_per_day,3.0694213,3.0362806,-0.0638355915070117,-0.057187834099266324
w14_lgmv,1.7593881,2.1290464,-0.1434362812091952,-0.12849900909441986
w14_gmv30eq,2.0910158,2.475588,-0.1421523839128731,-0.127348815231573
w30_aov,22.461967,65.77106,-0.0646344326626511,-0.057903484951743425
w30_gmv_per_day,8.139393,22.723787,-0.0754937782565162,-0.06763195209033557
w30_cart2ord,0.27779993,0.32532048,-0.1588437814290932,-0.14230199181391348
w30_srch2cart,18872.273,711970.8,0.0100566547930021,0.009009367538054765
w30_buyday_rate,0.14460443,0.171981,-0.1159856193669127,-0.10390702430519642
w30_presence_rate,0.39071122,0.24916847,-0.0766458320567152,-0.06866403247126183
w30_ponly_share,0.15979265,0.20221697,0.0907761619336583,0.08132284774489752
w30_cat_gmv_share,0.038724307,0.16010582,-0.0385926122855404,-0.03457362666719196
w30_srch_per_day,3.2387822,2.5469496,-0.0422391105425369,-0.037840383227934
w30_lgmv,2.629632,2.3501923,-0.1634806462736275,-0.1464559794438522
w30_gmv30eq,2.629632,2.3501923,-0.1634806462736275,-0.1464559794438522
w60_aov,27.682098,64.078384,-0.0531941023354145,-0.047654536091875026
w60_gmv_per_day,8.389975,18.807713,-0.0614007619611716,-0.055006564609311005
w60_cart2ord,0.30974072,0.30395418,-0.1687144222258202,-0.15114471661696743
w60_srch2cart,19591.736,935073.2,0.0050847281615822,0.004555211030080148
w60_buyday_rate,0.14651655,0.14369187,-0.1035721233582607,-0.09278625400174087
w60_presence_rate,0.38245156,0.23283409,-0.0702406809172297,-0.06292590563483408
w60_ponly_share,0.16113742,0.16971818,0.0779754366533129,0.06985517373419663
w60_cat_gmv_share,0.048301406,0.16632138,-0.0292790429520671,-0.026229960612868915
w60_srch_per_day,3.293937,2.2191439,-0.0154296975848175,-0.013822868479028218
w60_lgmv,3.5544646,2.412756,-0.1467376791532825,-0.13145660365045034
w60_gmv30eq,3.0547457,2.1509855,-0.1464958739437857,-0.1312399797282999
w90_aov,30.14249,65.21261,-0.0413756592050126,-0.037066850615837726
w90_gmv_per_day,8.491385,17.187857,-0.0615939331475336,-0.055179619193714995
w90_cart2ord,0.3189837,0.28857064,-0.1747473527960154,-0.15654938546135058
w90_srch2cart,20255.447,1.1064481e+06,0.0034525335106905,0.003092991056718551
w90_buyday_rate,0.1470207,0.13320799,-0.111176994234599,-0.09959916328565667
w90_presence_rate,0.37220868,0.2232744,0.0034194472507043,0.00306335035781709
w90_ponly_share,0.16039154,0.15788832,0.0825833027891901,0.07398318254416009
w90_cat_gmv_share,0.053514823,0.16585393,-0.0264999863771997,-0.023740311459409823
w90_srch_per_day,3.329028,2.1116934,-0.0003353387727157,-0.00030041701891350995
w90_lgmv,4.0855193,2.3908005,-0.1316026002924487,-0.11789767267575098
w90_gmv30eq,3.2282803,2.0222626,-0.1297478205747724,-0.1162360473617049
w180_aov,33.159817,76.788475,-0.0418044176267422,-0.037450958680189925
w180_gmv_per_day,8.350922,17.123577,-0.042653514558974,-0.038211631736526135
w180_cart2ord,0.31803837,0.26514298,-0.121872651233593,-0.10918098815171029
w180_srch2cart,19404.32,1.528157e+06,0.0020894036253266,0.001871815786001742
w180_buyday_rate,0.14229313,0.12048771,-0.0659390123831508,-0.05907220739738738
w180_presence_rate,0.3482184,0.21353708,0.0086834706063942,0.007779185008253299
w180_ponly_share,0.15885909,0.14471489,0.0792611500874221,0.07100699460454853
w180_cat_gmv_share,0.059964694,0.16161184,-0.0260962843919749,-0.02337865048609458
w180_srch_per_day,3.3108835,1.9552945,0.0147125613759269,0.01318041392393715
w180_lgmv,4.8561244,2.3390257,-0.114290140258787,-0.1023881102375855
w180_gmv30eq,3.3453102,1.846803,-0.1070622690979673,-0.09591294039772545
trend_gmv_7_14,0.46761587,0.7782922,-0.0949991318374707,-0.08510604292746103
trend_pres_7_14,0.9598608,0.5658531,-0.0747003176018589,-0.06692112142030328
trend_srch_7_14,0.9204545,0.6825483,-0.0779231279203142,-0.06980831236620344
dlog_gmv_7_14,-0.61053824,1.2838072,0.0673182760556327,0.06030783630312685
dlog_buyd_7_14,-0.18570009,0.3223737,0.0713282871415598,0.06390024992857321
trend_gmv_7_30,0.660743,1.2834502,-0.0809492547484932,-0.0725193021906532
trend_pres_7_30,1.0498843,0.77977467,-0.0441640217131046,-0.03956483659445695
trend_srch_7_30,1.0481337,1.0042244,-0.055255091575894,-0.049500896530972206
dlog_gmv_7_30,-1.4807796,1.8335744,0.0924228933168013,0.08279809061368011
dlog_buyd_7_30,-0.4990152,0.54130846,0.1034662182733108,0.09269137773780403
trend_gmv_14_30,0.6242501,0.83697444,-0.0997785208359157,-0.08938771242697384
trend_pres_14_30,1.0163548,0.45975474,-0.0392995414852879,-0.03520693715810589
trend_srch_14_30,1.0047016,0.5964172,-0.0610143851825606,-0.05466042461760141
dlog_gmv_14_30,-0.8702372,1.4268105,0.0591751903698073,0.05301276121627749
dlog_buyd_14_30,-0.31319743,0.3992189,0.0834838602756004,0.07478995711793414
trend_gmv_30_60,0.7448565,0.76985955,-0.1398532652051139,-0.12528912382541738
trend_pres_30_60,1.0229139,0.28663114,-0.0520287765105075,-0.046610565818034105
trend_srch_30_60,1.0211114,0.4355271,-0.0845905404538662,-0.07578138902827619
dlog_gmv_30_60,-0.9248501,1.3652108,-0.0156438700045122,-0.014014737255003979
dlog_buyd_30_60,-0.39228904,0.4093899,0.0202861498746367,0.018173575996646766
trend_gmv_30_90,0.83134824,0.9769625,-0.1568391625259298,-0.1405061313768128
trend_pres_30_90,1.0590804,0.37002233,-0.1873446738474289,-0.16783483750113157
trend_srch_30_90,1.0597372,0.55662143,-0.180946553996792,-0.16210300972406372
dlog_gmv_30_90,-1.455862,1.6223679,-0.0355650051689731,-0.03186131070970622
dlog_buyd_30_90,-0.653209,0.53186685,-0.0047941845162873,-0.0042949242309220995
trend_gmv_60_180,1.0203724,0.9614593,-0.14998307124808,-0.13436402473519057
trend_pres_60_180,1.1530577,0.39796835,-0.1205524698864132,-0.10799828881296959
trend_srch_60_180,1.1596832,0.5349473,-0.1328767870358254,-0.11903916723030065
dlog_gmv_60_180,-1.3015907,1.4301095,-0.0554932943996398,-0.049714293215247556
dlog_buyd_60_180,-0.70291704,0.51934624,-0.049491627790531,-0.04433763254275859
rec_over_buygap,1.9202688,6.5262494,0.0505694064300582,0.045303172683891994
rec_over_gap,0.699076,1.1202977,0.1106320414895592,0.09911096122721953
gap_cv,0.99960846,0.32763997,-0.0767491295903241,-0.06875657273094189
buygap_cv,0.9663948,0.31987345,-0.0192334510612687,-0.017230503900435814
