model,feature,gain,split,gain_share
D1-production,w180_orders,80.46120147705078,0.6,2.253701503279675e-05
D1-production,w180_cat_gmv_share,77.74120178222657,0.4,2.177514878066354e-05
D1-production,w365_searches,71.6411003112793,0.8,2.006652305759954e-05
D1-production,w180_days_cart,62.216400146484375,0.4,1.742668416140598e-05
D1-production,w90_orders,53.691900634765624,0.4,1.5038989594137186e-05
D1-production,w90_days_present,41.20113983154297,0.4,1.1540353495922963e-05
D1-production,dlog_gmv_60_180,39.95048065185547,0.4,1.1190046463264972e-05
D1-production,w30_days_present,30.13194122314453,0.4,8.439894009127434e-06
D1-production,w90_aov,22.399200439453125,0.2,6.273969413327309e-06
D1-production,w180_carts,22.211000061035158,0.2,6.221254879120489e-06
D1-production,w365_carts,20.161319732666016,0.4,5.64714368608718e-06
D1-production,w90_gmv_max,19.670939636230468,0.2,5.5097892419293396e-06
D1-production,w90_searches,17.96112060546875,0.2,5.030872490846154e-06
D1-production,w365_gmv,15.771339416503906,0.2,4.41751933841638e-06
D1-production,w180_lgmv_std,12.761119842529297,0.2,3.574363102301331e-06
D1-production,w90_days_presence_only,11.317379760742188,0.2,3.1699745109133728e-06
D1-production,w180_aov,10.371420288085938,0.2,2.9050132318831178e-06
D1-production,rec_search,8.739420318603516,0.2,2.44789343786364e-06
D1-production,w180_gmv_per_day,8.438580322265626,0.2,2.363628781166121e-06
D1-production,w14_gmv30eq,0.0,0.0,0.0
D1-production,w14_gmv_per_day,0.0,0.0,0.0
D1-production,w14_gmv_max,0.0,0.0,0.0
D1-production,w14_gmv_cat,0.0,0.0,0.0
D1-production,dlog_buyd_14_30,0.0,0.0,0.0
D1-production,dlog_gmv_14_30,0.0,0.0,0.0
D1-production,dlog_buyd_7_30,0.0,0.0,0.0
D1-production,dlog_buyd_7_14,0.0,0.0,0.0
D1-production,dlog_buyd_30_90,0.0,0.0,0.0
D1-production,dlog_gmv_7_14,0.0,0.0,0.0
D1-production,dlog_gmv_30_90,0.0,0.0,0.0
D1-production,dlog_gmv_30_60,0.0,0.0,0.0
D1-production,dlog_gmv_7_30,0.0,0.0,0.0
D1-production,trend_gmv_7_14,0.0,0.0,0.0
D1-production,trend_gmv_30_90,0.0,0.0,0.0
D1-production,trend_gmv_30_60,0.0,0.0,0.0
D1-production,trend_gmv_14_30,0.0,0.0,0.0
D1-production,rec_over_gap,0.0,0.0,0.0
D1-production,rec_any,0.0,0.0,0.0
D1-production,dlog_buyd_30_60,0.0,0.0,0.0
D1-production,trend_pres_30_60,0.0,0.0,0.0
D1-production,trend_pres_7_30,0.0,0.0,0.0
D1-production,trend_pres_7_14,0.0,0.0,0.0
D1-production,trend_pres_14_30,0.0,0.0,0.0
D1-production,trend_srch_14_30,0.0,0.0,0.0
D1-production,trend_srch_30_90,0.0,0.0,0.0
D1-production,trend_srch_30_60,0.0,0.0,0.0
D1-production,trend_srch_7_14,0.0,0.0,0.0
D1-production,trend_gmv_7_30,0.0,0.0,0.0
D1-production,w180_searches,0.0,0.0,0.0
D1-production,w180_ponly_share,0.0,0.0,0.0
D1-production,w180_lgmv,0.0,0.0,0.0
D1-production,w180_gmv30eq,0.0,0.0,0.0
D1-production,w14_orders,0.0,0.0,0.0
D1-production,w14_lgmv,0.0,0.0,0.0
D1-production,w14_lgmv_std,0.0,0.0,0.0
D1-production,w14_lgmv_mean,0.0,0.0,0.0
D1-production,w14_srch2cart,0.0,0.0,0.0
D1-production,w14_searches,0.0,0.0,0.0
D1-production,w14_presence_rate,0.0,0.0,0.0
D1-production,w14_ponly_share,0.0,0.0,0.0
D1-production,w14_srch_per_day,0.0,0.0,0.0
D1-production,w180_cart2ord,0.0,0.0,0.0
D1-production,w180_buyday_rate,0.0,0.0,0.0
D1-production,trend_srch_7_30,0.0,0.0,0.0
D1-production,w14_aov,0.0,0.0,0.0
D1-production,w14_buyday_rate,0.0,0.0,0.0
D1-production,w14_cart2ord,0.0,0.0,0.0
D1-production,w14_carts,0.0,0.0,0.0
D1-production,w14_cat_gmv_share,0.0,0.0,0.0
D1-production,w14_days_buy,0.0,0.0,0.0
D1-production,w14_days_cart,0.0,0.0,0.0
D1-production,w14_days_cat,0.0,0.0,0.0
D1-production,w14_days_presence_only,0.0,0.0,0.0
D1-production,w14_days_present,0.0,0.0,0.0
D1-production,w14_days_search,0.0,0.0,0.0
D1-production,w14_gmv,0.0,0.0,0.0
D1-production,w30_cart2ord,0.0,0.0,0.0
D1-production,w30_carts,0.0,0.0,0.0
D1-production,w30_gmv_cat,0.0,0.0,0.0
D1-production,w30_gmv30eq,0.0,0.0,0.0
D1-production,w365_cat_gmv_share,0.0,0.0,0.0
D1-production,w365_cart2ord,0.0,0.0,0.0
D1-production,w365_buyday_rate,0.0,0.0,0.0
D1-production,w365_aov,0.0,0.0,0.0
D1-production,w30_srch2cart,0.0,0.0,0.0
D1-production,w30_srch_per_day,0.0,0.0,0.0
D1-production,w30_searches,0.0,0.0,0.0
D1-production,w30_presence_rate,0.0,0.0,0.0
D1-production,w30_lgmv,0.0,0.0,0.0
D1-production,w30_ponly_share,0.0,0.0,0.0
D1-production,w30_orders,0.0,0.0,0.0
D1-production,w30_lgmv_std,0.0,0.0,0.0
D1-production,w30_gmv_max,0.0,0.0,0.0
D1-production,w30_gmv_per_day,0.0,0.0,0.0
D1-production,w365_lgmv,0.0,0.0,0.0
D1-production,w365_gmv30eq,0.0,0.0,0.0
D1-production,w365_ponly_share,0.0,0.0,0.0
D1-production,w365_lgmv_mean,0.0,0.0,0.0
D1-production,w365_gmv_per_day,0.0,0.0,0.0
D1-production,w365_srch2cart,0.0,0.0,0.0
D1-production,w365_srch_per_day,0.0,0.0,0.0
D1-production,w60_buyday_rate,0.0,0.0,0.0
D1-production,w180_srch_per_day,0.0,0.0,0.0
D1-production,w180_srch2cart,0.0,0.0,0.0
D1-production,w30_days_buy,0.0,0.0,0.0
D1-production,w30_days_cart,0.0,0.0,0.0
D1-production,w30_days_cat,0.0,0.0,0.0
D1-production,w30_days_presence_only,0.0,0.0,0.0
D1-production,w30_days_search,0.0,0.0,0.0
D1-production,w30_gmv,0.0,0.0,0.0
D1-production,w30_cat_gmv_share,0.0,0.0,0.0
D1-production,w30_buyday_rate,0.0,0.0,0.0
D1-production,w60_gmv,0.0,0.0,0.0
D1-production,w60_days_search,0.0,0.0,0.0
D1-production,w60_days_present,0.0,0.0,0.0
D1-production,w60_days_presence_only,0.0,0.0,0.0
D1-production,w60_days_cat,0.0,0.0,0.0
D1-production,w60_days_cart,0.0,0.0,0.0
D1-production,w60_days_buy,0.0,0.0,0.0
D1-production,w60_cat_gmv_share,0.0,0.0,0.0
D1-production,w60_carts,0.0,0.0,0.0
D1-production,w60_cart2ord,0.0,0.0,0.0
D1-production,w60_gmv_max,0.0,0.0,0.0
D1-production,w60_gmv30eq,0.0,0.0,0.0
D1-production,w60_gmv_per_day,0.0,0.0,0.0
D1-production,w60_lgmv,0.0,0.0,0.0
D1-production,w60_lgmv_std,0.0,0.0,0.0
D1-production,w60_gmv_cat,0.0,0.0,0.0
D1-production,w7_carts,0.0,0.0,0.0
D1-production,w7_cat_gmv_share,0.0,0.0,0.0
D1-production,w7_days_buy,0.0,0.0,0.0
D1-production,w7_days_cart,0.0,0.0,0.0
D1-production,w7_days_cat,0.0,0.0,0.0
D1-production,w7_days_presence_only,0.0,0.0,0.0
D1-production,w7_days_present,0.0,0.0,0.0
D1-production,w60_orders,0.0,0.0,0.0
D1-production,w60_ponly_share,0.0,0.0,0.0
D1-production,w60_presence_rate,0.0,0.0,0.0
D1-production,w60_searches,0.0,0.0,0.0
D1-production,w60_srch2cart,0.0,0.0,0.0
D1-production,w60_srch_per_day,0.0,0.0,0.0
D1-production,w7_aov,0.0,0.0,0.0
D1-production,w7_buyday_rate,0.0,0.0,0.0
D1-production,w7_cart2ord,0.0,0.0,0.0
D1-production,w7_lgmv_std,0.0,0.0,0.0
D1-production,w7_lgmv_mean,0.0,0.0,0.0
D1-production,w7_lgmv,0.0,0.0,0.0
D1-production,w7_gmv_per_day,0.0,0.0,0.0
D1-production,w7_gmv_max,0.0,0.0,0.0
D1-production,w7_gmv_cat,0.0,0.0,0.0
D1-production,w7_gmv30eq,0.0,0.0,0.0
D1-production,w7_gmv,0.0,0.0,0.0
D1-production,w7_days_search,0.0,0.0,0.0
D1-production,w90_buyday_rate,0.0,0.0,0.0
D1-production,w7_srch2cart,0.0,0.0,0.0
D1-production,w7_srch_per_day,0.0,0.0,0.0
D1-production,w7_searches,0.0,0.0,0.0
D1-production,w7_orders,0.0,0.0,0.0
D1-production,w7_presence_rate,0.0,0.0,0.0
D1-production,w7_ponly_share,0.0,0.0,0.0
D1-production,w90_days_cart,0.0,0.0,0.0
D1-production,w90_days_cat,0.0,0.0,0.0
D1-production,w90_carts,0.0,0.0,0.0
D1-production,w90_cat_gmv_share,0.0,0.0,0.0
D1-production,w90_cart2ord,0.0,0.0,0.0
D1-production,w90_gmv_cat,0.0,0.0,0.0
D1-production,w90_days_search,0.0,0.0,0.0
D1-production,w90_gmv,0.0,0.0,0.0
D1-production,w90_lgmv,0.0,0.0,0.0
D1-production,w90_gmv_per_day,0.0,0.0,0.0
D1-production,w90_gmv30eq,0.0,0.0,0.0
D1-production,w90_ponly_share,0.0,0.0,0.0
D1-production,w90_presence_rate,0.0,0.0,0.0
D1-production,w90_srch2cart,0.0,0.0,0.0
D1-production,w90_srch_per_day,0.0,0.0,0.0
D1-production,weekend_share,0.0,0.0,0.0
