cutoff,depth,real_depth,eff_depth,n,n_never,share_never,n_hidden,share_hidden,share_of_empty,z_never,z_hidden,d_z,pos_never,pos_hidden,sum_z_never,sum_z_hidden,sum_pos_never,sum_pos_hidden,panel
2025-04-17,90,107,90,216132,68076,0.31497418244406195,5022,0.02323580034423408,0.06870229007633588,0.5121272468362563,1.1025651829836118,0.5904379361473555,0.14206181326752454,0.29709279171644765,34863.574455624985,5537.082348943699,9671.0,1492.0,обучение
2025-04-17,120,107,107,216132,68076,0.31497418244406195,0,0.0,0.0,0.5121272468362563,NaN,NaN,0.14206181326752454,NaN,34863.574455624985,0.0,9671.0,0.0,обучение
2025-04-17,150,107,107,216132,68076,0.31497418244406195,0,0.0,0.0,0.5121272468362563,NaN,NaN,0.14206181326752454,NaN,34863.574455624985,0.0,9671.0,0.0,обучение
2025-04-17,180,107,107,216132,68076,0.31497418244406195,0,0.0,0.0,0.5121272468362563,NaN,NaN,0.14206181326752454,NaN,34863.574455624985,0.0,9671.0,0.0,обучение
2025-04-17,220,107,107,216132,68076,0.31497418244406195,0,0.0,0.0,0.5121272468362563,NaN,NaN,0.14206181326752454,NaN,34863.574455624985,0.0,9671.0,0.0,обучение
2025-04-17,254,107,107,216132,68076,0.31497418244406195,0,0.0,0.0,0.5121272468362563,NaN,NaN,0.14206181326752454,NaN,34863.574455624985,0.0,9671.0,0.0,обучение
2025-04-17,289,107,107,216132,68076,0.31497418244406195,0,0.0,0.0,0.5121272468362563,NaN,NaN,0.14206181326752454,NaN,34863.574455624985,0.0,9671.0,0.0,обучение
2025-04-24,90,114,90,217348,66382,0.30541803927342326,6786,0.031221819386421774,0.09274546249726656,0.48610920816488035,1.09561626406904,0.6095070559041595,0.13506673495827182,0.29708222811671087,32268.901456401087,7434.851967972504,8966.0,2016.0,обучение
2025-04-24,120,114,114,217348,66382,0.30541803927342326,0,0.0,0.0,0.48610920816488035,NaN,NaN,0.13506673495827182,NaN,32268.901456401087,0.0,8966.0,0.0,обучение
2025-04-24,150,114,114,217348,66382,0.30541803927342326,0,0.0,0.0,0.48610920816488035,NaN,NaN,0.13506673495827182,NaN,32268.901456401087,0.0,8966.0,0.0,обучение
2025-04-24,180,114,114,217348,66382,0.30541803927342326,0,0.0,0.0,0.48610920816488035,NaN,NaN,0.13506673495827182,NaN,32268.901456401087,0.0,8966.0,0.0,обучение
2025-04-24,220,114,114,217348,66382,0.30541803927342326,0,0.0,0.0,0.48610920816488035,NaN,NaN,0.13506673495827182,NaN,32268.901456401087,0.0,8966.0,0.0,обучение
2025-04-24,254,114,114,217348,66382,0.30541803927342326,0,0.0,0.0,0.48610920816488035,NaN,NaN,0.13506673495827182,NaN,32268.901456401087,0.0,8966.0,0.0,обучение
2025-04-24,289,114,114,217348,66382,0.30541803927342326,0,0.0,0.0,0.48610920816488035,NaN,NaN,0.13506673495827182,NaN,32268.901456401087,0.0,8966.0,0.0,обучение
2025-05-01,90,121,90,218506,65015,0.2975433168883234,8390,0.038397114953365126,0.11429739118588653,0.47466467434634224,1.0730159908151693,0.598351316468827,0.13215411828039683,0.2908224076281287,30860.32380262744,9002.604162939271,8592.0,2440.0,обучение
2025-05-01,120,121,120,218506,65015,0.2975433168883234,0,0.0,0.0,0.47466467434634224,NaN,NaN,0.13215411828039683,NaN,30860.32380262744,0.0,8592.0,0.0,обучение
2025-05-01,150,121,121,218506,65015,0.2975433168883234,0,0.0,0.0,0.47466467434634224,NaN,NaN,0.13215411828039683,NaN,30860.32380262744,0.0,8592.0,0.0,обучение
2025-05-01,180,121,121,218506,65015,0.2975433168883234,0,0.0,0.0,0.47466467434634224,NaN,NaN,0.13215411828039683,NaN,30860.32380262744,0.0,8592.0,0.0,обучение
2025-05-01,220,121,121,218506,65015,0.2975433168883234,0,0.0,0.0,0.47466467434634224,NaN,NaN,0.13215411828039683,NaN,30860.32380262744,0.0,8592.0,0.0,обучение
2025-05-01,254,121,121,218506,65015,0.2975433168883234,0,0.0,0.0,0.47466467434634224,NaN,NaN,0.13215411828039683,NaN,30860.32380262744,0.0,8592.0,0.0,обучение
2025-05-01,289,121,121,218506,65015,0.2975433168883234,0,0.0,0.0,0.47466467434634224,NaN,NaN,0.13215411828039683,NaN,30860.32380262744,0.0,8592.0,0.0,обучение
2025-05-08,90,128,90,219576,63700,0.2901045651619485,9801,0.04463602579516887,0.13334512455612849,0.4662688055421431,1.0752396477495663,0.6089708422074231,0.12948194662480378,0.29150086725844304,29701.322913034517,10538.4237875935,8248.0,2857.0,обучение
2025-05-08,120,128,120,219576,63700,0.2901045651619485,1561,0.007109155827595001,0.023919339268475812,0.4662688055421431,0.9321253345237361,0.465856528981593,0.12948194662480378,0.2530429212043562,29701.322913034517,1455.0476471915522,8248.0,395.0,обучение
2025-05-08,150,128,128,219576,63700,0.2901045651619485,0,0.0,0.0,0.4662688055421431,NaN,NaN,0.12948194662480378,NaN,29701.322913034517,0.0,8248.0,0.0,обучение
2025-05-08,180,128,128,219576,63700,0.2901045651619485,0,0.0,0.0,0.4662688055421431,NaN,NaN,0.12948194662480378,NaN,29701.322913034517,0.0,8248.0,0.0,обучение
2025-05-08,220,128,128,219576,63700,0.2901045651619485,0,0.0,0.0,0.4662688055421431,NaN,NaN,0.12948194662480378,NaN,29701.322913034517,0.0,8248.0,0.0,обучение
2025-05-08,254,128,128,219576,63700,0.2901045651619485,0,0.0,0.0,0.4662688055421431,NaN,NaN,0.12948194662480378,NaN,29701.322913034517,0.0,8248.0,0.0,обучение
2025-05-08,289,128,128,219576,63700,0.2901045651619485,0,0.0,0.0,0.4662688055421431,NaN,NaN,0.12948194662480378,NaN,29701.322913034517,0.0,8248.0,0.0,обучение
2025-05-15,90,135,90,220564,62496,0.28334633031682416,11382,0.05160406956710977,0.15406480955088117,0.4783627584228673,1.0662245434076583,0.5878617849847909,0.13202444956477213,0.2865928659286593,29895.758950395513,12135.767753065968,8251.0,3262.0,обучение
2025-05-15,120,135,120,220564,62496,0.28334633031682416,3092,0.014018606844271957,0.0471427700189059,0.4783627584228673,0.9521044207530601,0.4737416623301928,0.13202444956477213,0.2564683053040103,29895.758950395513,2943.906868968462,8251.0,793.0,обучение
2025-05-15,150,135,135,220564,62496,0.28334633031682416,0,0.0,0.0,0.4783627584228673,NaN,NaN,0.13202444956477213,NaN,29895.758950395513,0.0,8251.0,0.0,обучение
2025-05-15,180,135,135,220564,62496,0.28334633031682416,0,0.0,0.0,0.4783627584228673,NaN,NaN,0.13202444956477213,NaN,29895.758950395513,0.0,8251.0,0.0,обучение
2025-05-15,220,135,135,220564,62496,0.28334633031682416,0,0.0,0.0,0.4783627584228673,NaN,NaN,0.13202444956477213,NaN,29895.758950395513,0.0,8251.0,0.0,обучение
2025-05-15,254,135,135,220564,62496,0.28334633031682416,0,0.0,0.0,0.4783627584228673,NaN,NaN,0.13202444956477213,NaN,29895.758950395513,0.0,8251.0,0.0,обучение
2025-05-15,289,135,135,220564,62496,0.28334633031682416,0,0.0,0.0,0.4783627584228673,NaN,NaN,0.13202444956477213,NaN,29895.758950395513,0.0,8251.0,0.0,обучение
2025-05-22,90,142,90,221574,61258,0.27646745556789154,13177,0.05946997391390687,0.17702693625310673,0.4739156537354686,1.0358439785988378,0.5619283248633692,0.1309216755362565,0.2800333915155195,29031.125116527335,13649.316105996886,8020.0,3690.0,обучение
2025-05-22,120,142,120,221574,61258,0.27646745556789154,4445,0.0200610179894753,0.06765292300199383,0.4739156537354686,0.9528166277300517,0.4789009739945831,0.1309216755362565,0.25826771653543307,29031.125116527335,4235.26991026008,8020.0,1148.0,обучение
2025-05-22,150,142,142,221574,61258,0.27646745556789154,0,0.0,0.0,0.4739156537354686,NaN,NaN,0.1309216755362565,NaN,29031.125116527335,0.0,8020.0,0.0,обучение
2025-05-22,180,142,142,221574,61258,0.27646745556789154,0,0.0,0.0,0.4739156537354686,NaN,NaN,0.1309216755362565,NaN,29031.125116527335,0.0,8020.0,0.0,обучение
2025-05-22,220,142,142,221574,61258,0.27646745556789154,0,0.0,0.0,0.4739156537354686,NaN,NaN,0.1309216755362565,NaN,29031.125116527335,0.0,8020.0,0.0,обучение
2025-05-22,254,142,142,221574,61258,0.27646745556789154,0,0.0,0.0,0.4739156537354686,NaN,NaN,0.1309216755362565,NaN,29031.125116527335,0.0,8020.0,0.0,обучение
2025-05-22,289,142,142,221574,61258,0.27646745556789154,0,0.0,0.0,0.4739156537354686,NaN,NaN,0.1309216755362565,NaN,29031.125116527335,0.0,8020.0,0.0,обучение
2025-05-29,90,149,90,222507,60100,0.2701038619009739,14684,0.06599342942019802,0.19635216089002996,0.47530337938165046,1.0421252429461298,0.5668218635644794,0.13058236272878535,0.2795559792971942,28565.73310083719,15302.56706742097,7848.0,4105.0,обучение
2025-05-29,120,149,120,222507,60100,0.2701038619009739,5619,0.02525313810352034,0.08550038801564236,0.47530337938165046,0.9634384519886385,0.4881350726069881,0.13058236272878535,0.2589428723972237,28565.73310083719,5413.56066172416,7848.0,1455.0,обучение
2025-05-29,150,149,149,222507,60100,0.2701038619009739,0,0.0,0.0,0.47530337938165046,NaN,NaN,0.13058236272878535,NaN,28565.73310083719,0.0,7848.0,0.0,обучение
2025-05-29,180,149,149,222507,60100,0.2701038619009739,0,0.0,0.0,0.47530337938165046,NaN,NaN,0.13058236272878535,NaN,28565.73310083719,0.0,7848.0,0.0,обучение
2025-05-29,220,149,149,222507,60100,0.2701038619009739,0,0.0,0.0,0.47530337938165046,NaN,NaN,0.13058236272878535,NaN,28565.73310083719,0.0,7848.0,0.0,обучение
2025-05-29,254,149,149,222507,60100,0.2701038619009739,0,0.0,0.0,0.47530337938165046,NaN,NaN,0.13058236272878535,NaN,28565.73310083719,0.0,7848.0,0.0,обучение
2025-05-29,289,149,149,222507,60100,0.2701038619009739,0,0.0,0.0,0.47530337938165046,NaN,NaN,0.13058236272878535,NaN,28565.73310083719,0.0,7848.0,0.0,обучение
2025-06-05,90,156,90,223405,59015,0.26416150041404624,16499,0.07385242049193169,0.21848928675477394,0.4781502936943865,1.0616846463331497,0.5835343526387633,0.13086503431331017,0.2845627007697436,28218.03958237422,17516.734979850637,7723.0,4695.0,обучение
2025-06-05,120,156,120,223405,59015,0.26416150041404624,6634,0.0296949486358855,0.10105256744200217,0.4781502936943865,0.9710113631424482,0.4928610694480617,0.13086503431331017,0.259119686463672,28218.03958237422,6441.689383087001,7723.0,1719.0,обучение
2025-06-05,150,156,150,223405,59015,0.26416150041404624,822,0.003679416306707549,0.013737319718568779,0.4781502936943865,0.919293514239412,0.44114322054502547,0.13086503431331017,0.24330900243309003,28218.03958237422,755.6592687047967,7723.0,200.0,обучение
2025-06-05,180,156,156,223405,59015,0.26416150041404624,0,0.0,0.0,0.4781502936943865,NaN,NaN,0.13086503431331017,NaN,28218.03958237422,0.0,7723.0,0.0,обучение
2025-06-05,220,156,156,223405,59015,0.26416150041404624,0,0.0,0.0,0.4781502936943865,NaN,NaN,0.13086503431331017,NaN,28218.03958237422,0.0,7723.0,0.0,обучение
2025-06-05,254,156,156,223405,59015,0.26416150041404624,0,0.0,0.0,0.4781502936943865,NaN,NaN,0.13086503431331017,NaN,28218.03958237422,0.0,7723.0,0.0,обучение
2025-06-05,289,156,156,223405,59015,0.26416150041404624,0,0.0,0.0,0.4781502936943865,NaN,NaN,0.13086503431331017,NaN,28218.03958237422,0.0,7723.0,0.0,обучение
2025-06-12,90,163,90,224393,57853,0.2578199854719176,17799,0.07932065617020138,0.23527467879236505,0.4633187231274166,1.041995708631371,0.5786769855039543,0.12751283425232918,0.28012809708410585,26804.378089090435,18546.48161792977,7377.0,4986.0,обучение
2025-06-12,120,163,120,224393,57853,0.2578199854719176,7772,0.034635661540244125,0.1184304761904762,0.4633187231274166,0.9372219373578728,0.4739032142304562,0.12751283425232918,0.2519300051466804,26804.378089090435,7284.088897145388,7377.0,1958.0,обучение
2025-06-12,150,163,150,224393,57853,0.2578199854719176,2014,0.008975324542209426,0.033641238077738986,0.4633187231274166,0.917241393088368,0.45392266996095143,0.12751283425232918,0.24627606752730885,26804.378089090435,1847.3241656799732,7377.0,496.0,обучение
2025-06-12,180,163,163,224393,57853,0.2578199854719176,0,0.0,0.0,0.4633187231274166,NaN,NaN,0.12751283425232918,NaN,26804.378089090435,0.0,7377.0,0.0,обучение
2025-06-12,220,163,163,224393,57853,0.2578199854719176,0,0.0,0.0,0.4633187231274166,NaN,NaN,0.12751283425232918,NaN,26804.378089090435,0.0,7377.0,0.0,обучение
2025-06-12,254,163,163,224393,57853,0.2578199854719176,0,0.0,0.0,0.4633187231274166,NaN,NaN,0.12751283425232918,NaN,26804.378089090435,0.0,7377.0,0.0,обучение
2025-06-12,289,163,163,224393,57853,0.2578199854719176,0,0.0,0.0,0.4633187231274166,NaN,NaN,0.12751283425232918,NaN,26804.378089090435,0.0,7377.0,0.0,обучение
2025-06-19,90,170,90,225363,56766,0.2518869557114522,19104,0.08476990455398624,0.251799130090945,0.4622431395019898,1.0579751619053237,0.5957320224033339,0.12662509248493817,0.2844430485762144,26239.694056969955,20211.557493039305,7188.0,5434.0,обучение
2025-06-19,120,170,120,225363,56766,0.2518869557114522,9081,0.04029499074825948,0.13791061096177504,0.4622431395019898,0.9721060708645273,0.5098629313625375,0.12662509248493817,0.2598832727673164,26239.694056969955,8827.695229520772,7188.0,2360.0,обучение
2025-06-19,150,170,150,225363,56766,0.2518869557114522,3019,0.013396165297764051,0.050497616458978004,0.4622431395019898,0.9448075650190605,0.4825644255170707,0.12662509248493817,0.2514077509108976,26239.694056969955,2852.3740387925436,7188.0,759.0,обучение
2025-06-19,180,170,170,225363,56766,0.2518869557114522,0,0.0,0.0,0.4622431395019898,NaN,NaN,0.12662509248493817,NaN,26239.694056969955,0.0,7188.0,0.0,обучение
2025-06-19,220,170,170,225363,56766,0.2518869557114522,0,0.0,0.0,0.4622431395019898,NaN,NaN,0.12662509248493817,NaN,26239.694056969955,0.0,7188.0,0.0,обучение
2025-06-19,254,170,170,225363,56766,0.2518869557114522,0,0.0,0.0,0.4622431395019898,NaN,NaN,0.12662509248493817,NaN,26239.694056969955,0.0,7188.0,0.0,обучение
2025-06-19,289,170,170,225363,56766,0.2518869557114522,0,0.0,0.0,0.4622431395019898,NaN,NaN,0.12662509248493817,NaN,26239.694056969955,0.0,7188.0,0.0,обучение
2025-06-26,90,177,90,226278,55629,0.24584360830482857,20090,0.08878459240403398,0.26532310252380514,0.4555940299215207,1.032577357912703,0.5769833279911825,0.12450340649661149,0.27745146839223495,25344.240290504276,20744.479120466207,6926.0,5574.0,обучение
2025-06-26,120,177,120,226278,55629,0.24584360830482857,10252,0.04530710011578678,0.15561390992850746,0.4555940299215207,0.9317130276390668,0.4761189977175461,0.12450340649661149,0.2506827936012485,25344.240290504276,9551.921959355714,6926.0,2570.0,обучение
2025-06-26,150,177,150,226278,55629,0.24584360830482857,3932,0.017376855019047368,0.06601635298265644,0.4555940299215207,0.8757432843176055,0.4201492543960848,0.12450340649661149,0.23626653102746695,25344.240290504276,3443.422593936825,6926.0,929.0,обучение
2025-06-26,180,177,177,226278,55629,0.24584360830482857,0,0.0,0.0,0.4555940299215207,NaN,NaN,0.12450340649661149,NaN,25344.240290504276,0.0,6926.0,0.0,обучение
2025-06-26,220,177,177,226278,55629,0.24584360830482857,0,0.0,0.0,0.4555940299215207,NaN,NaN,0.12450340649661149,NaN,25344.240290504276,0.0,6926.0,0.0,обучение
2025-06-26,254,177,177,226278,55629,0.24584360830482857,0,0.0,0.0,0.4555940299215207,NaN,NaN,0.12450340649661149,NaN,25344.240290504276,0.0,6926.0,0.0,обучение
2025-06-26,289,177,177,226278,55629,0.24584360830482857,0,0.0,0.0,0.4555940299215207,NaN,NaN,0.12450340649661149,NaN,25344.240290504276,0.0,6926.0,0.0,обучение
2025-07-03,90,184,90,227291,54743,0.2408498356732119,20904,0.09197020559547013,0.27633614023028014,0.463527833818568,1.043003204164703,0.579475370346135,0.12650019180534497,0.28133371603520857,25374.90420672987,21802.938979858955,6925.0,5881.0,обучение
2025-07-03,120,184,120,227291,54743,0.2408498356732119,11491,0.05055633527064424,0.17349095630642872,0.463527833818568,0.9487996659625079,0.4852718321439399,0.12650019180534497,0.25576538160299367,25374.90420672987,10902.656961575178,6925.0,2939.0,обучение
2025-07-03,150,184,150,227291,54743,0.2408498356732119,4688,0.0206255417064468,0.07888139186619778,0.463527833818568,0.9106196755677461,0.44709184174917815,0.12650019180534497,0.24594709897610922,25374.90420672987,4268.985039061594,6925.0,1153.0,обучение
2025-07-03,180,184,180,227291,54743,0.2408498356732119,380,0.0016718655820072066,0.006893674146907824,0.463527833818568,0.8347944610066108,0.3712666271880428,0.12650019180534497,0.2236842105263158,25374.90420672987,317.2218951825121,6925.0,85.0,обучение
2025-07-03,220,184,184,227291,54743,0.2408498356732119,0,0.0,0.0,0.463527833818568,NaN,NaN,0.12650019180534497,NaN,25374.90420672987,0.0,6925.0,0.0,обучение
2025-07-03,254,184,184,227291,54743,0.2408498356732119,0,0.0,0.0,0.463527833818568,NaN,NaN,0.12650019180534497,NaN,25374.90420672987,0.0,6925.0,0.0,обучение
2025-07-03,289,184,184,227291,54743,0.2408498356732119,0,0.0,0.0,0.463527833818568,NaN,NaN,0.12650019180534497,NaN,25374.90420672987,0.0,6925.0,0.0,обучение
2025-07-10,90,191,90,228159,53816,0.23587059901209245,21464,0.09407474612003033,0.28512221041445274,0.47105851821241906,1.0451386616817346,0.5740801434693156,0.1284562211981567,0.2811684681326873,25350.485216119545,22432.856234336752,6913.0,6035.0,обучение
2025-07-10,120,191,120,228159,53816,0.23587059901209245,12525,0.05489592783979593,0.18879727468684523,0.47105851821241906,0.9538477927620405,0.4827892745496214,0.1284562211981567,0.25756487025948105,25350.485216119545,11946.943604344557,6913.0,3226.0,обучение
2025-07-10,150,191,150,228159,53816,0.23587059901209245,5531,0.02424186641771747,0.09319763425278448,0.47105851821241906,0.8913996653386592,0.42034114712624016,0.1284562211981567,0.24010124751401193,25350.485216119545,4930.331548988124,6913.0,1328.0,обучение
2025-07-10,180,191,180,228159,53816,0.23587059901209245,1244,0.005452338062491508,0.022593534326189612,0.47105851821241906,0.9071175683286589,0.4360590501162398,0.1284562211981567,0.24356913183279744,25350.485216119545,1128.4542550008516,6913.0,303.0,обучение
2025-07-10,220,191,191,228159,53816,0.23587059901209245,0,0.0,0.0,0.47105851821241906,NaN,NaN,0.1284562211981567,NaN,25350.485216119545,0.0,6913.0,0.0,обучение
2025-07-10,254,191,191,228159,53816,0.23587059901209245,0,0.0,0.0,0.47105851821241906,NaN,NaN,0.1284562211981567,NaN,25350.485216119545,0.0,6913.0,0.0,обучение
2025-07-10,289,191,191,228159,53816,0.23587059901209245,0,0.0,0.0,0.47105851821241906,NaN,NaN,0.1284562211981567,NaN,25350.485216119545,0.0,6913.0,0.0,обучение
2025-07-17,90,198,90,229037,52865,0.23081423525456585,22166,0.09677912302379092,0.29542455784942223,0.4871553323184537,1.0532296686379958,0.5660743363195422,0.13311264541757306,0.283000992511053,25753.466643015054,23345.888835029815,7037.0,6273.0,обучение
2025-07-17,120,198,120,229037,52865,0.23081423525456585,13429,0.05863244803241398,0.20256735149485625,0.4871553323184537,0.9528125398370239,0.46565720751857015,0.13311264541757306,0.2575024201355276,25753.466643015054,12795.319597471393,7037.0,3458.0,обучение
2025-07-17,150,198,150,229037,52865,0.23081423525456585,6453,0.028174487091605287,0.1087865403418861,0.4871553323184537,0.8964036002024154,0.4092482678839617,0.13311264541757306,0.24190299085696576,25753.466643015054,5784.492432106186,7037.0,1561.0,обучение
2025-07-17,180,198,180,229037,52865,0.23081423525456585,2084,0.009098966542523698,0.037926076907678026,0.4871553323184537,0.8893624145765858,0.4022070822581321,0.13311264541757306,0.2418426103646833,25753.466643015054,1853.4312719776049,7037.0,504.0,обучение
2025-07-17,220,198,198,229037,52865,0.23081423525456585,0,0.0,0.0,0.4871553323184537,NaN,NaN,0.13311264541757306,NaN,25753.466643015054,0.0,7037.0,0.0,обучение
2025-07-17,254,198,198,229037,52865,0.23081423525456585,0,0.0,0.0,0.4871553323184537,NaN,NaN,0.13311264541757306,NaN,25753.466643015054,0.0,7037.0,0.0,обучение
2025-07-17,289,198,198,229037,52865,0.23081423525456585,0,0.0,0.0,0.4871553323184537,NaN,NaN,0.13311264541757306,NaN,25753.466643015054,0.0,7037.0,0.0,обучение
2025-07-24,90,205,90,229860,51874,0.22567649873836249,22855,0.09943008787957887,0.3058384295253516,0.5051234158691458,1.0801094068037036,0.5749859909345578,0.13737132282068087,0.28908335156420917,26202.772074796067,24685.900492498644,7126.0,6607.0,обучение
2025-07-24,120,205,120,229860,51874,0.22567649873836249,14331,0.062346645784390496,0.21646401329204742,0.5051234158691458,0.9893108368142104,0.4841874209450646,0.13737132282068087,0.26501988695834205,26202.772074796067,14177.813602384449,7126.0,3798.0,обучение
2025-07-24,150,205,150,229860,51874,0.22567649873836249,7432,0.0323327242669451,0.1253161568812599,0.5051234158691458,0.9347971233530722,0.4296737074839264,0.13737132282068087,0.2483853606027987,26202.772074796067,6947.412220760032,7126.0,1846.0,обучение
2025-07-24,180,205,180,229860,51874,0.22567649873836249,2792,0.012146523971112851,0.051073793582848574,0.5051234158691458,0.9131190848783275,0.4079956690091817,0.13737132282068087,0.24355300859598855,26202.772074796067,2549.4284849802902,7126.0,680.0,обучение
2025-07-24,220,205,205,229860,51874,0.22567649873836249,0,0.0,0.0,0.5051234158691458,NaN,NaN,0.13737132282068087,NaN,26202.772074796067,0.0,7126.0,0.0,обучение
2025-07-24,254,205,205,229860,51874,0.22567649873836249,0,0.0,0.0,0.5051234158691458,NaN,NaN,0.13737132282068087,NaN,26202.772074796067,0.0,7126.0,0.0,обучение
2025-07-24,289,205,205,229860,51874,0.22567649873836249,0,0.0,0.0,0.5051234158691458,NaN,NaN,0.13737132282068087,NaN,26202.772074796067,0.0,7126.0,0.0,обучение
2025-07-31,90,212,90,230769,50917,0.2206405539738873,23434,0.10154743488076821,0.3151806969643986,0.5200597959854135,1.0910016220567496,0.570941826071336,0.14119056503721744,0.2917555688316122,26479.8846321893,25566.532011277868,7189.0,6837.0,обучение
2025-07-31,120,212,120,230769,50917,0.2206405539738873,14846,0.06433273099939767,0.2257500418168271,0.5200597959854135,1.0154679300749017,0.49540813408948814,0.14119056503721744,0.2716556648255422,26479.8846321893,15075.63688989199,7189.0,4033.0,обучение
2025-07-31,150,212,150,230769,50917,0.2206405539738873,8268,0.03582803582803583,0.13969755850299906,0.5200597959854135,0.9338861647625964,0.41382636877718293,0.14119056503721744,0.24951620706337688,26479.8846321893,7721.370810257147,7189.0,2063.0,обучение
2025-07-31,180,212,180,230769,50917,0.2206405539738873,3419,0.014815681482348148,0.06292329210836278,0.5200597959854135,0.9101915722337854,0.3901317762483719,0.14119056503721744,0.2412986253290436,26479.8846321893,3111.9449854673126,7189.0,825.0,обучение
2025-07-31,220,212,212,230769,50917,0.2206405539738873,0,0.0,0.0,0.5200597959854135,NaN,NaN,0.14119056503721744,NaN,26479.8846321893,0.0,7189.0,0.0,обучение
