source_path,artifact_type,experiment,description,git_repo,git_commit_if_known,used_by_final_solution,destination,sha256,status
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\logs\ETX2_test_ETX-01-S43.log,UNKNOWN,,unknown: ETX2_test_ETX-01-S43.log,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/logs/ETX2_test_ETX-01-S43.log,89368bd461f737993d5a013cf996a5f3c720acf7e4e616795140adbb072604b9,PROVENANCE_INCOMPLETE
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\logs\ETX2_test_ETX-01-S44.log,UNKNOWN,,unknown: ETX2_test_ETX-01-S44.log,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/logs/ETX2_test_ETX-01-S44.log,0e4e74e078b1ae8b9002efaa61898790de4d241ea1430668803c0a27a00715ac,PROVENANCE_INCOMPLETE
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\logs\MIX9_SEQ-C289-S43.log,UNKNOWN,,unknown: MIX9_SEQ-C289-S43.log,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/logs/MIX9_SEQ-C289-S43.log,19cb8f5f3a85759f5d51c2c6f78b34b6dffe006da3e0f7ec2c490de62aed69c4,PROVENANCE_INCOMPLETE
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\logs\MIX9_SEQ-C289-S44.log,UNKNOWN,,unknown: MIX9_SEQ-C289-S44.log,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/logs/MIX9_SEQ-C289-S44.log,211dfc9e1b0f82832456e8b3504c11df82858bb1910c2f96c427ff9216cb664e,PROVENANCE_INCOMPLETE
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\models\model_ETX-01-S42-TEST.pt,MODEL,,model: model_ETX-01-S42-TEST.pt,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/models/model_ETX-01-S42-TEST.pt,bc8af886d1a4b5c81124211c8bac1d237b9987ec535faf009442526184b0937a,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\models\model_ETX-01-S43-TEST.pt,MODEL,,model: model_ETX-01-S43-TEST.pt,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/models/model_ETX-01-S43-TEST.pt,685c228b4089a4c2d7292bdd1ad17ee6a402366fd6c557d37d31f6a278c4b4b2,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\models\model_ETX-01-S44-TEST.pt,MODEL,,model: model_ETX-01-S44-TEST.pt,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/models/model_ETX-01-S44-TEST.pt,1a5b31e0687ac6cdbbbd4910f6924080f61f05b64b465b77fab7283e8479d7c4,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\models\model_SEQ-C289-S43-TEST.pt,MODEL,,model: model_SEQ-C289-S43-TEST.pt,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/models/model_SEQ-C289-S43-TEST.pt,b1383e13aee626ed93fcaa420b3a96bb03b929ed162e39c889b3524e9678ff2f,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\models\model_SEQ-C289-S44-TEST.pt,MODEL,,model: model_SEQ-C289-S44-TEST.pt,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/models/model_SEQ-C289-S44-TEST.pt,06b10e5469d4a9832726c905ce7e35ae4e3fcf7f5f9682ae283a6d7234a94051,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\uid_ETX-01-S42-DCW.npy,TEST_PREDICTION,,test prediction: uid_ETX-01-S42-DCW.npy,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/predictions/uid_ETX-01-S42-DCW.npy,50e5ba9b71a510b05126d5f325d9c63186ca09975680c66e4ee024e3e0fd576a,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\uid_ETX-01-S43-DCW.npy,DUPLICATE,,test prediction: uid_ETX-01-S43-DCW.npy; byte-identical to C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\uid_ETX-01-S42-DCW.npy,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/predictions/uid_ETX-01-S43-DCW.npy,50e5ba9b71a510b05126d5f325d9c63186ca09975680c66e4ee024e3e0fd576a,DUPLICATE_SHA256
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\uid_ETX-01-S44-DCW.npy,DUPLICATE,,test prediction: uid_ETX-01-S44-DCW.npy; byte-identical to C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\uid_ETX-01-S42-DCW.npy,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/predictions/uid_ETX-01-S44-DCW.npy,50e5ba9b71a510b05126d5f325d9c63186ca09975680c66e4ee024e3e0fd576a,DUPLICATE_SHA256
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\uid_S1-CAP.npy,DUPLICATE,,test prediction: uid_S1-CAP.npy; byte-identical to C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\uid_ETX-01-S42-DCW.npy,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/predictions/uid_S1-CAP.npy,50e5ba9b71a510b05126d5f325d9c63186ca09975680c66e4ee024e3e0fd576a,DUPLICATE_SHA256
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\uid_S1-DIST.npy,DUPLICATE,,test prediction: uid_S1-DIST.npy; byte-identical to C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\uid_ETX-01-S42-DCW.npy,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/predictions/uid_S1-DIST.npy,50e5ba9b71a510b05126d5f325d9c63186ca09975680c66e4ee024e3e0fd576a,DUPLICATE_SHA256
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\uid_S1-UNC.npy,DUPLICATE,,test prediction: uid_S1-UNC.npy; byte-identical to C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\uid_ETX-01-S42-DCW.npy,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/predictions/uid_S1-UNC.npy,50e5ba9b71a510b05126d5f325d9c63186ca09975680c66e4ee024e3e0fd576a,DUPLICATE_SHA256
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\uid_SEQ-01.npy,DUPLICATE,,test prediction: uid_SEQ-01.npy; byte-identical to C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\uid_ETX-01-S42-DCW.npy,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/predictions/uid_SEQ-01.npy,50e5ba9b71a510b05126d5f325d9c63186ca09975680c66e4ee024e3e0fd576a,DUPLICATE_SHA256
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\uid_SEQ-C289-S43.npy,DUPLICATE,,test prediction: uid_SEQ-C289-S43.npy; byte-identical to C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\uid_ETX-01-S42-DCW.npy,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/predictions/uid_SEQ-C289-S43.npy,50e5ba9b71a510b05126d5f325d9c63186ca09975680c66e4ee024e3e0fd576a,DUPLICATE_SHA256
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\uid_SEQ-C289-S44.npy,DUPLICATE,,test prediction: uid_SEQ-C289-S44.npy; byte-identical to C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\uid_ETX-01-S42-DCW.npy,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/predictions/uid_SEQ-C289-S44.npy,50e5ba9b71a510b05126d5f325d9c63186ca09975680c66e4ee024e3e0fd576a,DUPLICATE_SHA256
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\ztest_ETX-01-S42-DCW.npy,TEST_PREDICTION,,test prediction: ztest_ETX-01-S42-DCW.npy,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/predictions/ztest_ETX-01-S42-DCW.npy,2a9f9955503578fb48b959c7253f1d8a7de0c1ffb85704dfb2ff85253fea1c39,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\ztest_ETX-01-S43-DCW.npy,TEST_PREDICTION,,test prediction: ztest_ETX-01-S43-DCW.npy,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/predictions/ztest_ETX-01-S43-DCW.npy,eba71ea4cc7eb43958fa5b3fae9ae6812052643293677f85d8acac7b86283c04,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\ztest_ETX-01-S44-DCW.npy,TEST_PREDICTION,,test prediction: ztest_ETX-01-S44-DCW.npy,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/predictions/ztest_ETX-01-S44-DCW.npy,eb69c69fbabef0648ae555bcda4ada05d3ec3d7bbf8214b10fa2ebaab4a19c34,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\ztest_S1-CAP.npy,TEST_PREDICTION,,test prediction: ztest_S1-CAP.npy,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/predictions/ztest_S1-CAP.npy,d6b3c59920d816cb54c5b65e7daf8de0cea3edc338bedb8ea78e3fb01086e7d9,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\ztest_S1-DIST.npy,TEST_PREDICTION,,test prediction: ztest_S1-DIST.npy,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/predictions/ztest_S1-DIST.npy,ad974c09e0c97dedcc622877a5937f9d40c7f4f6604c7bb5eb08d3b7c73fe966,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\ztest_S1-UNC.npy,TEST_PREDICTION,,test prediction: ztest_S1-UNC.npy,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/predictions/ztest_S1-UNC.npy,c2a94114f709f8127f4d7ce61dea545a103e4e66851188d153a40d7bc2757773,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\ztest_SEQ-01.npy,TEST_PREDICTION,,test prediction: ztest_SEQ-01.npy,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/predictions/ztest_SEQ-01.npy,c20ae75cee1eef216ae86a6fa5f594850369cdd92d1a946675942481d194b630,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\ztest_SEQ-C289-S43.npy,TEST_PREDICTION,,test prediction: ztest_SEQ-C289-S43.npy,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/predictions/ztest_SEQ-C289-S43.npy,66bdc5718af747ae0fd3059f18fa97395b4a5715d7085422064bb7d3a6ed022b,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\artifacts\predictions\ztest_SEQ-C289-S44.npy,TEST_PREDICTION,,test prediction: ztest_SEQ-C289-S44.npy,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/artifacts/predictions/ztest_SEQ-C289-S44.npy,7662569a90c9ff78c32b6126e09b2b4571a7b46e2d75047c5993c0eef25fd631,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\DL_REPRO_AUDIT_RUNTIME.json,REPORT,,report: DL_REPRO_AUDIT_RUNTIME.json,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/DL_REPRO_AUDIT_RUNTIME.json,62d6aeccb71596ec9635e4df896f57dcbc02bf3b5055154fc98ac04bf6f6f0e0,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\docs\experiments\exp_006_s1_best_submission.md,EXPERIMENT,,experiment: exp_006_s1_best_submission.md,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/docs/experiments/exp_006_s1_best_submission.md,fd734ea1752b905e7950f51bddf814436444559cca0f8f04dd908842de7ef846,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\docs\experiments\exp_014_s1_dist_head.md,EXPERIMENT,,experiment: exp_014_s1_dist_head.md,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/docs/experiments/exp_014_s1_dist_head.md,22047359e0364c11178d7dce65c7ced5a0155de3e39cd655f3615bcfc42de170,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\docs\experiments\exp_025_sequence_encoder.md,EXPERIMENT,,experiment: exp_025_sequence_encoder.md,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/docs/experiments/exp_025_sequence_encoder.md,03ddb8a201d743151c56aa8e0c3df43cd425fcb55fd501cc6f41dfdb20243337,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\docs\experiments\exp_027_depth_support.md,EXPERIMENT,,experiment: exp_027_depth_support.md,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/docs/experiments/exp_027_depth_support.md,f6ceb33790a29d4f7c351bef5c865044ff5ce18bbcb901e35e0aba6b0a67791d,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\docs\experiments\exp_035_mix9_seq_slot.md,EXPERIMENT,,experiment: exp_035_mix9_seq_slot.md,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/docs/experiments/exp_035_mix9_seq_slot.md,f65bbe47eb0f98bd0cdcedb36f92401ca97329eb9fc738f32ed4b3e42570ae69,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\docs\experiments\exp_036_etx_sparse_event_transformer.md,EXPERIMENT,,experiment: exp_036_etx_sparse_event_transformer.md,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/docs/experiments/exp_036_etx_sparse_event_transformer.md,23d26f1f02c33080a42db098f7aff8ea97a5771db56a9abe0e66f775ccadee47,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\delivery\submission_STRONGEST_CURRENT_training_bundle_v2\docs\experiments\exp_037_etx_avg3_strongest.md,EXPERIMENT,,experiment: exp_037_etx_avg3_strongest.md,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,SUBMIT_STRONGEST55_TEAMB45,delivery/submission_STRONGEST_CURRENT_training_bundle_v2/docs/experiments/exp_037_etx_avg3_strongest.md,a5c46e38cf23da6c98e6f33fae819fe97542d75f524961e734e40897656c42b5,FOUND
